order_id,customer_id,order_date,status,region_code
119,193,2025-12-24 03:30:40,SHIPPED,CENTRAL
120,105,2023-02-04 09:05:57,SHIPPED,WEST
121,155,13-01-2023,SHIPPED,WEST
122,511,2024-04-29 00:25:14,DELIVERED,NORTH
123,150,28-05-2024,DELIVERED,NORTH
124,197,2025-04-23 19:39:49,DELIVERED,WEST
125,255,2023-01-20 14:20:22,RETURNED,SOUTH
126,97,2023-02-22 01:21:15,RETURNED,WEST
127,320,2024-08-27 11:33:19,SHIPPED,NORTH
128,260,2025-05-03 17:49:31,DELIVERED,EAST
129,224,2023-03-22 21:57:47,SHIPPED,WEST
130,,2024-05-19 02:44:23,DELIVERED,WEST
131,,13-01-2024,DELIVERED,WEST
132,381,2025-12-05 09:39:21,SHIPPED,WEST
133,347,2023-05-22 23:41:48,RETURNED,NORTH
134,158,2023-04-03 20:34:42,DELIVERED,SOUTH
135,572,2025-01-27 20:06:03,DELIVERED,WEST
136,,2023-10-27 18:16:04,DELIVERED,EAST
137,449,2023-03-03 08:14:22,DELIVERED,WEST
138,557,2023-10-22 19:21:21,DELIVERED,EAST
139,568,2025-07-19 00:24:21,DELIVERED,WEST
140,555,2024-04-04 07:28:32,PLACED,CENTRAL
141,20,2024-08-11 19:46:06,DELIVERED,CENTRAL
142,65,2024-01-06 22:36:29,DELIVERED,WEST
143,510,2023-10-22 22:50:46,SHIPPED,EAST
144,330,2024-05-16 03:24:04,DELIVERED,NORTH
145,133,2023-03-10 00:08:04,PLACED,NORTH
146,33,2025-01-23 23:54:57,CANCELLED,WEST
147,263,27-03-2025,SHIPPED,NORTH
148,214,2023-01-21 07:53:07,RETURNED,NORTH
149,63,2024-12-28 02:30:34,DELIVERED,WEST
150,60,2024-07-27 07:52:35,DELIVERED,NORTH
151,80,2023-04-20 08:15:34,RETURNED,NORTH
152,545,2023-06-07 05:56:45,SHIPPED,SOUTH
153,184,2025-06-04 12:10:18,DELIVERED,NORTH
154,470,2025-09-19 01:38:22,DELIVERED,NORTH
155,564,2023-09-17 03:06:07,DELIVERED,SOUTH
156,454,2025-04-09 09:15:08,RETURNED,CENTRAL
157,423,2024-05-19 07:58:56,DELIVERED,EAST
158,559,2025-08-03 03:17:40,DELIVERED,EAST
159,459,2024-07-13 06:05:28,PLACED,NORTH
160,531,2024-03-17 22:15:50,CANCELLED,NORTH
161,220,2024-04-11 13:15:41,PLACED,EAST
162,585,2025-05-10 02:03:30,SHIPPED,NORTH
163,142,2024-12-16 03:49:49,CANCELLED,SOUTH
164,308,2023-12-28 22:39:05,DELIVERED,SOUTH
165,495,2023-04-30 22:16:58,CANCELLED,CENTRAL
166,308,29-05-2023,CANCELLED,WEST
167,343,2023-05-02 21:50:57,CANCELLED,WEST
168,233,2023-07-07 06:04:35,CANCELLED,NORTH
169,392,11-09-2025,DELIVERED,EAST
170,335,2025-04-18 18:02:21,SHIPPED,NORTH
171,403,2025-11-12 10:56:31,DELIVERED,CENTRAL
172,443,2025-02-23 01:40:26,DELIVERED,SOUTH
173,586,2024-06-06 05:15:29,DELIVERED,EAST
174,445,2023-05-13 03:58:28,SHIPPED,SOUTH
175,500,2025-01-17 02:05:25,DELIVERED,CENTRAL
176,537,2025-08-14 22:01:35,PLACED,WEST
177,590,2024-05-17 09:39:35,DELIVERED,WEST
178,329,2024-07-21 10:09:53,DELIVERED,EAST
179,453,2023-09-20 22:17:36,DELIVERED,SOUTH
180,160,2023-11-07 04:48:15,CANCELLED,NORTH
181,152,2023-03-26 17:19:28,CANCELLED,NORTH
182,114,2024-06-17 06:05:03,DELIVERED,EAST
183,217,2023-11-21 16:26:25,DELIVERED,EAST
184,145,2025-05-02 12:44:56,DELIVERED,WEST
185,540,24-06-2025,SHIPPED,EAST
186,278,08-11-2023,DELIVERED,NORTH
187,278,2023-04-14 10:56:44,RETURNED,EAST
188,,2023-06-17 14:29:03,DELIVERED,SOUTH
189,102,2024-08-14 09:34:10,DELIVERED,CENTRAL
190,204,2025-04-05 18:01:02,DELIVERED,NORTH
191,543,2023-03-03 18:04:37,DELIVERED,SOUTH
192,361,2023-01-29 12:57:58,DELIVERED,CENTRAL
193,264,2024-03-04 13:29:15,CANCELLED,NORTH
194,231,2025-05-12 01:38:18,CANCELLED,SOUTH
195,534,2023-05-17 09:14:07,DELIVERED,SOUTH
196,157,2024-10-10 07:18:52,DELIVERED,CENTRAL
197,135,2024-05-26 12:37:29,SHIPPED,CENTRAL
198,142,2025-11-28 15:10:53,DELIVERED,CENTRAL
199,149,2023-07-30 02:34:42,DELIVERED,SOUTH
200,546,2024-05-08 05:07:00,SHIPPED,EAST
201,327,2023-08-15 01:29:03,DELIVERED,WEST
202,281,2024-04-16 05:38:13,SHIPPED,SOUTH
203,,2023-10-14 23:50:55,DELIVERED,CENTRAL
204,238,2025-05-30 20:53:55,PLACED,NORTH
205,138,2025-12-04 23:45:59,DELIVERED,EAST
206,504,2023-10-13 19:08:24,SHIPPED,SOUTH
207,16,2023-02-20 01:36:17,RETURNED,SOUTH
208,210,08-11-2025,RETURNED,WEST
209,333,2025-08-16 13:38:25,CANCELLED,WEST
210,390,2024-09-20 22:31:37,DELIVERED,CENTRAL
211,40,2025-07-11 10:41:05,DELIVERED,NORTH
212,406,2024-01-17 17:10:01,PLACED,WEST
213,51,2025-03-12 18:35:50,DELIVERED,EAST
214,433,2024-03-20 03:40:06,RETURNED,CENTRAL
215,463,2023-08-09 23:04:38,DELIVERED,SOUTH
216,560,2025-06-28 11:04:22,DELIVERED,WEST
217,207,2023-02-08 16:47:27,PLACED,EAST
218,168,2025-12-10 13:05:41,SHIPPED,NORTH
219,88,2024-11-29 02:47:14,DELIVERED,CENTRAL
220,388,2025-08-08 19:43:04,PLACED,SOUTH
221,154,2024-06-04 16:54:21,SHIPPED,NORTH
222,457,2024-10-13 19:08:21,SHIPPED,SOUTH
223,,2023-11-12 02:51:35,PLACED,WEST
224,6,2025-02-13 14:43:48,DELIVERED,SOUTH
225,465,2025-07-03 18:22:43,PLACED,CENTRAL
226,561,2023-01-11 05:03:36,DELIVERED,SOUTH
227,57,2023-03-17 23:49:30,PLACED,NORTH
228,306,2025-11-02 03:26:00,PLACED,NORTH
229,166,2024-10-09 17:16:50,DELIVERED,CENTRAL
230,182,2025-06-08 00:14:28,DELIVERED,EAST
231,307,2023-02-25 16:12:49,CANCELLED,NORTH
232,67,2024-10-25 19:47:14,SHIPPED,EAST
233,538,2024-05-26 09:47:00,SHIPPED,NORTH
234,542,2023-06-19 19:04:57,DELIVERED,CENTRAL
235,325,2024-03-22 03:07:07,DELIVERED,CENTRAL
236,577,2024-07-03 16:36:31,DELIVERED,WEST
237,239,2025-02-04 01:53:48,RETURNED,NORTH
238,,2023-07-03 15:04:53,SHIPPED,SOUTH
239,424,13-08-2025,DELIVERED,SOUTH
240,289,2023-01-18 13:11:33,PLACED,EAST
241,7,2025-02-26 02:45:30,DELIVERED,WEST
242,30,2025-06-02 18:55:56,SHIPPED,EAST
243,486,2025-11-10 15:36:32,DELIVERED,WEST
244,550,2023-08-30 09:13:14,DELIVERED,WEST
245,307,2023-03-29 00:39:43,DELIVERED,CENTRAL
246,,2025-04-12 11:15:31,DELIVERED,EAST
247,288,2023-04-13 20:36:03,DELIVERED,WEST
248,170,2025-08-31 06:01:02,DELIVERED,CENTRAL
249,316,2023-07-01 12:17:01,DELIVERED,NORTH
250,509,2024-02-26 18:09:26,DELIVERED,EAST
251,180,2023-12-02 18:16:43,DELIVERED,SOUTH
252,26,2023-05-24 20:31:54,RETURNED,SOUTH
253,496,2023-10-23 11:36:19,DELIVERED,EAST
254,101,2023-08-11 14:25:35,RETURNED,SOUTH
255,471,2023-11-15 17:55:47,CANCELLED,NORTH
256,46,2023-01-07 09:13:37,DELIVERED,NORTH
257,48,2024-06-01 17:56:33,DELIVERED,EAST
258,320,2023-02-04 22:07:29,SHIPPED,SOUTH
259,546,2023-10-27 02:37:18,DELIVERED,NORTH
260,281,2024-02-28 13:17:08,RETURNED,CENTRAL
261,556,2025-03-09 13:34:14,DELIVERED,SOUTH
262,588,2025-12-30 04:12:32,PLACED,CENTRAL
263,52,2024-06-10 05:06:04,DELIVERED,NORTH
264,89,2023-06-14 13:14:30,SHIPPED,CENTRAL
265,457,2025-07-09 19:33:13,DELIVERED,SOUTH
266,81,2025-11-08 03:51:22,DELIVERED,WEST
267,480,2025-06-01 00:43:10,DELIVERED,WEST
268,230,2024-12-31 23:13:18,CANCELLED,EAST
269,339,2024-07-18 14:22:25,CANCELLED,WEST
270,,2025-01-27 07:34:06,DELIVERED,WEST
271,357,2023-09-23 07:56:35,SHIPPED,NORTH
272,110,2024-09-22 05:04:10,DELIVERED,EAST
273,424,2025-04-07 14:11:39,SHIPPED,SOUTH
274,349,2025-01-19 08:13:50,DELIVERED,WEST
275,351,2024-11-07 07:09:45,SHIPPED,NORTH
276,118,2025-06-10 23:17:27,DELIVERED,CENTRAL
277,181,2023-06-01 16:48:05,DELIVERED,CENTRAL
278,389,2023-06-18 22:17:37,DELIVERED,NORTH
279,143,2023-05-21 15:18:54,RETURNED,NORTH
280,464,2023-08-16 22:19:03,DELIVERED,CENTRAL
281,325,2024-11-25 15:19:28,DELIVERED,EAST
282,353,2024-11-06 07:47:54,DELIVERED,CENTRAL
283,131,2025-03-03 21:58:53,PLACED,CENTRAL
284,,2023-03-24 12:43:47,RETURNED,NORTH
285,241,2024-03-14 09:31:23,DELIVERED,EAST
286,446,2024-08-17 15:25:52,DELIVERED,WEST
287,394,2023-08-05 00:51:47,DELIVERED,WEST
288,129,2023-08-28 15:30:05,PLACED,NORTH
289,499,2023-08-12 16:33:20,RETURNED,SOUTH
290,426,2023-05-12 12:28:55,CANCELLED,CENTRAL
291,466,2024-10-23 07:24:06,DELIVERED,WEST
292,191,2024-08-20 15:12:15,PLACED,WEST
293,276,2024-01-03 18:40:42,DELIVERED,EAST
294,582,2023-02-21 23:32:56,DELIVERED,CENTRAL
295,82,2025-01-18 00:50:52,DELIVERED,EAST
296,536,2024-12-23 06:04:57,PLACED,WEST
297,80,2025-09-06 16:48:54,DELIVERED,CENTRAL
298,352,2024-04-30 10:50:02,PLACED,WEST
299,588,2025-03-07 09:27:57,DELIVERED,EAST
300,312,2024-03-25 06:28:20,DELIVERED,NORTH
301,174,2025-09-04 14:00:23,DELIVERED,EAST
302,,2025-08-27 20:13:30,SHIPPED,NORTH
303,288,2024-03-07 14:57:14,DELIVERED,NORTH
304,155,2025-07-27 00:05:55,DELIVERED,SOUTH
305,242,2024-02-10 20:12:08,DELIVERED,NORTH
306,149,2024-06-16 14:17:58,CANCELLED,WEST
307,244,2024-10-03 11:48:45,DELIVERED,SOUTH
308,354,24-11-2023,DELIVERED,NORTH
309,409,2023-03-23 14:12:24,DELIVERED,CENTRAL
310,400,2023-12-29 23:31:30,SHIPPED,WEST
311,460,2023-01-19 10:17:10,DELIVERED,CENTRAL
312,100,2025-11-26 19:28:26,DELIVERED,WEST
313,280,2025-08-06 08:33:05,DELIVERED,NORTH
314,401,2024-02-01 15:54:40,DELIVERED,SOUTH
315,200,2025-11-09 17:52:09,DELIVERED,SOUTH
316,9,2024-05-01 15:32:44,PLACED,NORTH
317,457,2025-03-26 23:16:16,DELIVERED,EAST
318,,2023-10-27 22:31:36,PLACED,CENTRAL
319,223,2025-10-17 00:01:40,DELIVERED,NORTH
320,134,2023-05-15 04:43:02,DELIVERED,CENTRAL
321,189,2023-10-15 00:40:23,DELIVERED,NORTH
322,284,2025-09-19 07:27:48,DELIVERED,EAST
323,76,2024-02-04 18:12:13,PLACED,WEST
324,265,2024-05-31 18:16:02,DELIVERED,WEST
325,206,2023-04-18 19:21:46,SHIPPED,WEST
326,442,2023-06-18 10:34:51,DELIVERED,WEST
327,75,07-02-2024,DELIVERED,WEST
328,153,2023-01-30 03:36:07,PLACED,NORTH
329,156,2025-10-29 10:18:05,RETURNED,CENTRAL
330,503,2023-01-06 18:05:09,DELIVERED,NORTH
331,394,2025-04-19 01:27:29,CANCELLED,WEST
332,368,2023-07-08 06:47:58,DELIVERED,NORTH
333,93,2025-09-09 04:49:41,CANCELLED,EAST
334,297,2023-05-05 23:38:46,SHIPPED,NORTH
335,307,2024-08-19 18:39:35,CANCELLED,EAST
336,449,2025-01-25 18:10:00,SHIPPED,SOUTH
337,245,2023-02-09 09:39:39,PLACED,CENTRAL
338,547,2025-09-26 11:58:31,CANCELLED,NORTH
339,346,2023-02-27 13:03:04,PLACED,NORTH
340,536,2023-11-25 19:56:03,DELIVERED,CENTRAL
341,239,2023-08-20 09:23:37,PLACED,SOUTH
342,483,2025-01-29 11:18:57,DELIVERED,SOUTH
343,15,2025-12-25 10:14:24,PLACED,EAST
344,175,2023-06-01 03:19:03,PLACED,NORTH
345,226,27-06-2023,SHIPPED,EAST
346,124,2025-11-19 20:30:16,DELIVERED,SOUTH
347,219,2024-05-14 13:44:23,DELIVERED,EAST
348,145,2023-04-09 05:04:58,SHIPPED,EAST
349,250,2025-05-09 16:32:08,PLACED,NORTH
350,162,09-09-2025,DELIVERED,NORTH
351,92,2023-01-12 05:19:48,DELIVERED,EAST
352,488,2024-10-08 13:53:23,SHIPPED,EAST
353,245,2025-03-23 14:05:30,DELIVERED,NORTH
354,512,2025-07-15 06:37:49,PLACED,EAST
355,572,2024-06-24 08:55:15,SHIPPED,CENTRAL
356,553,2023-05-29 15:21:09,DELIVERED,SOUTH
357,116,2024-03-05 09:55:48,DELIVERED,WEST
358,45,11-02-2025,DELIVERED,SOUTH
359,465,06-11-2024,DELIVERED,CENTRAL
360,30,2023-10-01 05:33:55,SHIPPED,SOUTH
361,334,2024-11-22 00:07:29,DELIVERED,EAST
362,334,2023-12-24 09:22:44,SHIPPED,WEST
363,226,07-11-2023,DELIVERED,NORTH
364,466,2024-11-08 02:13:38,DELIVERED,WEST
365,277,2023-10-29 14:37:12,SHIPPED,CENTRAL
366,114,2023-04-03 15:58:38,DELIVERED,SOUTH
367,303,2024-06-17 17:26:31,DELIVERED,CENTRAL
368,567,2023-09-21 23:39:14,PLACED,CENTRAL
369,222,2025-01-29 23:11:50,CANCELLED,EAST
370,253,2023-01-23 12:44:34,DELIVERED,SOUTH
371,588,2025-07-08 06:50:43,DELIVERED,NORTH
372,517,04-03-2023,DELIVERED,WEST
373,464,2025-12-18 05:07:30,PLACED,NORTH
374,224,2025-12-12 18:52:18,DELIVERED,NORTH
375,313,2023-01-25 17:55:10,DELIVERED,CENTRAL
376,,2025-06-25 16:25:34,DELIVERED,WEST
377,380,2023-10-15 07:16:36,DELIVERED,NORTH
378,341,2025-09-01 11:37:35,DELIVERED,EAST
379,556,2025-12-20 09:22:33,SHIPPED,NORTH
380,57,2025-08-21 20:14:48,RETURNED,EAST
381,375,2023-03-22 02:23:32,PLACED,EAST
382,69,2023-09-30 06:26:32,DELIVERED,SOUTH
383,117,2024-06-04 07:05:00,DELIVERED,CENTRAL
384,231,2025-12-27 19:54:33,CANCELLED,CENTRAL
385,56,22-11-2025,DELIVERED,WEST
386,126,2025-02-17 23:24:52,DELIVERED,CENTRAL
387,377,2024-03-30 00:24:17,RETURNED,NORTH
388,469,2023-10-20 14:19:49,DELIVERED,SOUTH
389,79,2024-03-23 23:18:46,DELIVERED,SOUTH
390,210,2025-02-10 00:28:35,DELIVERED,EAST
391,555,2024-10-09 01:36:43,DELIVERED,WEST
392,22,2024-11-20 12:18:07,PLACED,SOUTH
393,422,2025-03-18 04:51:20,DELIVERED,EAST
394,543,2025-01-25 04:55:32,DELIVERED,EAST
395,314,2025-05-31 04:40:29,DELIVERED,WEST
396,49,2024-07-31 17:31:23,DELIVERED,SOUTH
397,549,2025-08-19 00:12:23,RETURNED,SOUTH
398,43,2023-09-08 12:00:41,DELIVERED,WEST
399,211,2024-02-09 12:41:02,PLACED,EAST
400,460,2024-06-18 03:32:45,SHIPPED,EAST
401,415,2023-07-08 17:28:34,DELIVERED,WEST
402,560,2024-05-12 10:35:23,DELIVERED,EAST
403,588,2025-01-06 04:40:13,DELIVERED,WEST
404,491,2024-06-10 03:04:14,SHIPPED,CENTRAL
405,412,2023-07-01 13:27:24,SHIPPED,EAST
406,200,2023-05-24 15:56:47,SHIPPED,EAST
407,,2023-11-01 00:48:33,DELIVERED,NORTH
408,503,2025-03-06 00:49:18,DELIVERED,NORTH
409,152,2025-11-01 18:51:09,DELIVERED,WEST
410,,2024-08-02 04:09:10,DELIVERED,WEST
411,455,2025-05-21 12:49:36,DELIVERED,WEST
412,435,2024-03-24 09:03:22,DELIVERED,CENTRAL
413,213,2025-07-17 20:39:32,RETURNED,CENTRAL
414,385,2024-06-05 01:14:33,DELIVERED,EAST
415,474,2024-10-05 22:12:09,DELIVERED,SOUTH
416,391,2023-11-06 12:51:37,DELIVERED,EAST
417,573,2025-06-28 02:08:42,SHIPPED,NORTH
418,484,2023-08-28 06:25:47,DELIVERED,EAST
419,251,10-10-2024,DELIVERED,WEST
420,371,2023-04-14 15:40:54,DELIVERED,EAST
421,123,2025-09-02 13:23:22,DELIVERED,NORTH
422,60,2024-02-08 04:14:51,DELIVERED,SOUTH
423,280,2024-07-09 04:17:45,DELIVERED,EAST
424,543,2023-03-17 16:13:23,PLACED,SOUTH
425,97,2025-09-02 14:39:13,SHIPPED,EAST
426,309,2024-05-06 05:10:45,DELIVERED,EAST
427,361,2023-05-29 20:55:42,PLACED,CENTRAL
428,497,2024-03-13 04:00:52,RETURNED,SOUTH
429,516,2023-06-09 02:24:52,SHIPPED,CENTRAL
430,539,2025-08-10 22:16:00,DELIVERED,NORTH
431,79,2024-10-10 07:47:46,SHIPPED,NORTH
432,372,2025-01-14 21:44:07,DELIVERED,CENTRAL
433,351,2025-03-23 15:22:06,DELIVERED,NORTH
434,146,2023-12-12 10:06:05,DELIVERED,SOUTH
435,436,2023-07-22 06:53:17,DELIVERED,NORTH
436,442,30-01-2023,SHIPPED,CENTRAL
437,122,2025-07-10 11:12:38,PLACED,EAST
438,,2025-11-03 01:25:33,SHIPPED,CENTRAL
439,205,2023-11-16 01:54:40,DELIVERED,NORTH
440,285,2023-08-15 02:45:26,DELIVERED,SOUTH
441,248,2025-02-16 17:00:13,PLACED,CENTRAL
442,197,2023-01-22 17:22:22,SHIPPED,CENTRAL
443,102,2023-01-07 17:23:38,RETURNED,WEST
444,190,2024-07-23 06:43:54,RETURNED,SOUTH
445,435,2024-07-05 04:44:08,SHIPPED,NORTH
446,113,2024-05-03 05:13:04,DELIVERED,EAST
447,42,2025-12-30 18:16:22,DELIVERED,WEST
448,320,2024-03-16 13:48:03,CANCELLED,SOUTH
449,439,2025-05-10 11:28:52,PLACED,WEST
450,14,2025-11-20 23:50:34,DELIVERED,NORTH
451,88,2024-09-07 17:44:08,DELIVERED,CENTRAL
452,173,08-06-2023,RETURNED,EAST
453,414,2023-11-08 02:21:51,CANCELLED,WEST
454,596,2024-03-08 15:54:57,DELIVERED,WEST
455,415,2024-07-07 04:16:11,DELIVERED,SOUTH
456,257,2024-12-07 06:00:42,SHIPPED,SOUTH
457,55,2023-02-16 04:10:23,DELIVERED,NORTH
458,335,2023-10-06 05:10:16,DELIVERED,NORTH
459,533,2023-04-29 20:46:12,DELIVERED,SOUTH
460,503,2024-04-01 00:49:09,DELIVERED,CENTRAL
461,,2025-04-29 03:28:19,RETURNED,NORTH
462,386,2024-08-18 22:45:30,PLACED,SOUTH
463,311,2025-05-14 18:01:59,SHIPPED,WEST
464,399,2023-07-28 22:05:06,SHIPPED,WEST
465,553,2025-10-22 09:30:48,DELIVERED,SOUTH
466,270,2025-02-26 02:35:16,RETURNED,CENTRAL
467,292,2025-11-16 21:17:33,PLACED,NORTH
468,358,2023-07-19 03:34:12,DELIVERED,EAST
469,354,2024-08-14 04:48:14,DELIVERED,NORTH
470,241,2025-10-24 04:48:51,DELIVERED,NORTH
471,174,18-04-2024,DELIVERED,WEST
472,582,2025-10-18 19:21:37,DELIVERED,NORTH
473,23,2025-12-17 03:12:45,DELIVERED,WEST
474,501,2024-05-15 20:44:23,DELIVERED,EAST
475,348,2025-02-10 15:29:19,DELIVERED,WEST
476,78,2023-11-10 10:06:24,DELIVERED,EAST
477,,2024-02-16 21:41:55,DELIVERED,SOUTH
478,95,2025-08-28 05:44:33,DELIVERED,CENTRAL
479,581,2024-06-07 06:13:59,DELIVERED,SOUTH
480,310,2024-06-23 12:53:49,DELIVERED,CENTRAL
481,412,2024-05-01 18:38:43,DELIVERED,CENTRAL
482,529,2023-10-08 13:17:15,DELIVERED,SOUTH
483,479,2025-10-23 12:38:28,DELIVERED,CENTRAL
484,62,2024-11-04 18:25:14,DELIVERED,SOUTH
485,308,2024-01-09 09:47:25,DELIVERED,NORTH
486,423,2025-09-11 18:31:47,DELIVERED,SOUTH
487,242,2024-02-03 09:01:24,SHIPPED,SOUTH
488,318,2023-02-13 00:53:11,DELIVERED,WEST
489,38,2024-10-17 14:00:48,DELIVERED,NORTH
