item_id,order_id,product_id,quantity,unit_price,discount_percent
399,1061,106,3,6386.53,5
400,399,44,6,3273.0,50
401,135,146,3,4820.01,15
402,620,139,4,6499.76,20
403,373,113,1,2674.46,25
404,17,46,3,2464.6,0
405,481,90,4,14317.31,10
406,656,139,3,10413.33,15
407,477,9,3,1598.3,20
408,478,56,-3,13170.68,25
409,29,11,2,2904.11,30
410,1054,7,6,5127.65,5
411,650,136,1,12640.76,0
412,878,141,1,5833.52,25
413,237,54,2,10317.45,25
414,61,148,6,5797.84,0
415,829,14,5,12953.73,0
416,14,80,2,4644.94,10
417,1127,45,6,4474.94,10
418,795,138,6,3835.4,0
419,1090,82,6,6008.98,0
420,585,138,5,10978.03,25
421,389,115,4,10544.76,0
422,1045,4,1,4025.02,30
423,8,146,2,8071.89,10
424,639,43,4,14301.11,5
425,763,138,2,8174.43,30
426,978,68,1,13436.81,25
427,670,148,4,5481.37,0
428,1215,31,3,10283.23,20
429,86,13,5,6484.23,0
430,796,3,5,5085.73,30
431,739,80,1,12724.73,10
432,996,113,4,3977.49,0
433,221,108,4,14312.03,20
434,151,73,3,8710.09,25
435,362,32,3,8605.91,30
436,970,94,5,6828.97,0
437,837,120,4,10399.26,20
438,109,48,2,14386.12,20
439,920,40,4,6121.27,0
440,1194,80,1,4586.65,25
441,311,47,3,1685.4,0
442,191,86,3,2096.53,0
443,496,56,2,2197.66,50
444,955,89,6,9273.76,5
445,203,118,2,10700.54,0
446,1031,42,5,13316.99,10
447,1169,24,1,9661.53,0
448,820,74,1,5044.12,25
449,300,33,5,11419.74,25
450,228,51,6,10685.55,0
451,713,96,3,2628.61,5
452,1010,26,6,6143.08,5
453,1020,77,2,13940.7,0
454,881,62,2,9074.74,10
455,871,20,1,3468.07,0
456,47,147,6,12509.25,25
457,823,32,6,14167.9,0
458,1128,10,2,7673.59,30
459,953,119,3,12704.9,20
460,438,49,6,7207.08,0
461,623,142,1,14777.95,5
462,76,76,5,5735.24,5
463,362,15,6,5589.22,5
464,1173,86,5,4629.92,0
465,1039,38,2,9426.66,25
466,1045,140,2,13120.46,50
467,788,13,2,13990.65,0
468,836,6,5,6000.01,0
469,1203,104,4,9081.65,10
470,1005,85,6,5260.52,30
471,361,88,3,2779.21,30
472,743,62,6,10538.91,20
473,142,91,1,7320.03,20
474,687,101,3,6238.52,20
475,815,69,4,955.22,30
476,82,75,5,1689.63,0
477,598,41,1,10447.07,30
478,340,88,4,9999.41,20
479,96,100,4,8610.98,5
480,454,87,5,2655.22,30
481,610,128,4,7961.36,25
482,87,28,5,9658.03,0
483,948,130,4,14794.89,0
484,86,115,2,3383.47,0
485,622,95,2,10914.31,15
486,599,146,4,6179.47,0
487,259,133,6,8905.42,0
488,130,23,3,14980.73,0
489,1055,71,6,6546.7,0
490,1109,87,6,14469.8,15
491,93,38,6,9349.11,50
492,1009,46,3,7737.29,10
493,585,116,1,14517.63,30
494,106,1,4,2045.58,15
495,399,68,3,4924.65,50
496,522,144,5,3078.69,50
497,56,25,6,10026.11,5
498,785,99,5,10765.23,0
499,970,63,3,9034.08,25
500,293,107,4,1957.01,5
501,1014,119,3,6769.37,0
502,75,145,5,1159.19,20
503,208,43,2,14683.01,50
504,239,143,2,6813.68,0
505,631,41,3,10276.66,20
506,902,9,3,1449.53,25
507,381,143,5,14955.62,25
508,926,128,2,4182.86,20
509,136,65,3,10981.67,0
510,34,17,6,6946.57,20
511,105,128,5,9936.26,10
512,646,81,1,8978.37,5
513,1028,99,6,14398.09,5
514,328,35,3,4976.12,0
515,1059,120,5,3244.16,0
516,949,89,1,11515.68,20
517,862,147,4,9868.73,30
518,220,1,1,12864.63,10
519,872,31,4,3467.1,0
520,48,48,5,2041.94,10
521,490,53,2,11487.44,15
522,353,26,4,6300.59,20
523,545,39,6,12045.62,10
524,367,70,5,5410.61,0
525,508,77,3,13126.15,10
526,690,50,5,13100.87,0
527,850,98,5,4424.61,20
528,483,83,4,7740.75,0
529,1179,25,1,3617.28,50
530,612,37,2,4011.97,5
531,540,46,6,232.95,0
532,1154,148,6,5943.06,30
533,823,109,2,11115.82,0
534,945,17,5,10638.29,0
535,749,94,5,2227.39,0
536,907,48,-5,2678.97,5
537,562,64,6,3501.89,50
538,955,146,6,13957.58,0
539,837,68,2,6403.57,0
540,758,64,6,9312.85,20
541,852,121,1,8922.6,0
542,465,103,2,5326.47,20
543,594,77,1,9890.45,25
544,406,20,4,8840.57,10
545,399,117,1,6137.17,10
546,1117,103,6,494.61,20
547,1033,73,2,6373.72,0
548,915,138,1,2174.75,10
549,464,39,5,9164.5,5
550,475,13,3,11421.48,30
551,400,1,6,2972.76,10
552,962,7,6,3698.89,0
553,1192,57,4,3964.66,20
554,1116,42,3,5600.52,30
555,1111,141,3,3110.32,0
556,197,138,2,1112.01,0
557,53,28,5,4730.93,30
558,567,129,6,6010.13,0
559,31,78,1,137.37,50
560,69,71,6,706.56,10
561,1017,53,4,2140.92,25
562,792,40,6,4839.65,5
563,890,101,4,874.51,20
564,234,74,3,6092.02,30
565,363,34,1,12694.76,0
566,224,95,2,7539.5,0
567,457,83,2,5595.88,25
568,206,21,4,6665.79,20
569,427,65,5,9373.95,0
570,550,54,5,8206.55,15
571,11,1,6,6207.16,30
572,826,3,6,5180.39,15
573,429,51,2,966.06,25
574,922,79,4,11452.29,0
575,662,99,3,14305.03,0
576,1032,52,1,2940.33,50
577,314,23,6,7335.07,10
578,1173,9,5,13486.35,15
579,200,57,6,13578.27,25
580,943,113,4,1016.63,0
581,1,88,2,704.67,10
582,569,85,4,7864.94,20
583,749,30,6,7726.61,20
584,792,97,6,3365.82,0
585,1071,1,4,7046.33,0
586,301,143,2,9120.1,5
587,1067,27,2,4266.57,0
588,1025,135,3,3919.33,30
589,569,148,6,9792.73,30
590,370,107,1,9491.49,15
591,205,53,5,1243.57,25
592,405,84,2,4071.78,20
593,669,48,4,14210.41,30
594,517,63,6,12844.96,50
595,449,65,3,7575.53,30
596,904,24,3,3567.45,30
597,694,144,1,12015.12,5
598,287,38,5,3354.27,15
599,764,20,3,384.8,0
600,622,93,4,9410.46,50
601,532,67,3,12430.25,0
602,865,101,3,11286.52,0
603,658,116,5,12082.56,0
604,533,84,3,5715.79,0
605,547,92,4,3987.9,25
606,462,49,3,6719.06,25
607,1040,67,1,4309.19,25
608,251,148,3,9639.16,0
609,498,30,5,10238.9,15
610,1100,113,2,12150.91,0
611,677,60,5,7643.93,20
612,364,35,2,6982.02,0
613,119,20,3,12137.28,30
614,1048,59,3,782.52,10
615,1058,130,6,5116.24,50
616,185,41,1,8314.72,10
617,141,93,2,3625.64,20
618,750,8,2,12447.04,0
619,785,7,1,5026.8,0
620,402,104,3,8054.94,0
621,1055,18,6,6636.1,30
622,1051,139,1,13478.9,0
623,229,44,3,5130.53,5
624,15,103,4,12754.66,50
625,780,13,4,3019.63,20
626,20,101,3,9349.51,10
627,773,47,5,5096.13,15
628,783,26,2,4335.49,0
629,24,125,6,6055.47,0
630,532,25,5,11997.83,5
631,1200,137,6,13012.01,0
632,449,57,3,1473.97,0
633,461,73,1,8147.72,0
634,951,102,3,9997.45,20
635,210,33,5,11502.51,15
636,946,23,1,7481.69,5
637,117,28,5,10833.39,10
638,95,133,6,11207.83,20
639,481,97,5,9126.47,0
640,1120,141,1,6980.81,0
641,328,92,5,12391.52,20
642,245,136,4,677.36,15
643,837,8,3,11266.55,0
644,906,135,4,4739.49,15
645,154,54,2,4648.48,50
646,796,18,4,12221.52,15
647,157,27,5,3508.0,0
648,1192,61,3,1335.85,15
649,1197,84,5,9997.76,50
650,681,134,3,13071.52,25
651,340,20,5,6097.12,30
652,50,35,3,12416.06,15
653,459,17,2,6613.31,0
654,378,47,1,5010.19,5
655,826,24,6,14015.52,30
656,174,40,2,488.5,0
657,1194,126,1,1255.38,15
658,960,13,2,14907.61,25
659,428,27,5,14715.06,50
660,1017,58,6,5931.23,15
661,418,119,3,12971.57,30
662,398,135,3,13258.03,0
663,950,22,2,8939.99,30
664,907,92,1,10366.9,5
665,909,69,5,5832.97,30
666,941,63,6,14846.21,0
667,1127,18,1,588.28,5
668,1003,143,1,6992.2,5
669,397,63,2,4453.42,5
670,260,100,1,6666.36,20
671,244,104,5,11232.45,0
672,102,21,1,534.88,0
673,842,8,4,14154.57,50
674,513,5,5,11909.98,0
675,677,113,6,4043.23,0
676,403,91,1,5509.23,0
677,1206,64,4,9025.27,10
678,1214,91,1,14569.09,0
679,7,62,1,11926.68,10
680,931,134,5,13096.59,20
681,390,59,5,10378.43,20
682,849,130,6,14326.38,20
683,982,40,4,5434.02,0
684,43,129,5,11443.2,20
685,3,55,6,8963.23,0
686,508,139,3,5837.14,0
687,181,82,5,13721.43,50
688,518,45,3,3095.84,30
689,336,103,2,634.31,20
690,162,56,6,10823.34,20
691,830,41,4,11784.43,30
692,72,52,3,8880.18,30
693,976,12,3,8551.72,0
694,670,40,5,14998.86,50
695,877,123,6,4693.71,0
696,197,80,3,6483.9,10
697,26,80,3,1802.58,10
698,1004,91,5,11596.94,30
699,644,75,5,8415.89,50
700,210,58,5,10673.7,15
701,782,53,6,4392.1,5
702,353,128,1,9265.22,5
703,626,82,5,10286.96,50
704,761,146,1,6474.01,0
705,872,136,5,13277.75,50
706,99,51,2,9481.56,5
707,440,108,4,14261.81,0
708,64,107,1,10581.89,0
709,376,90,1,8022.59,15
710,839,68,1,14451.85,0
711,465,37,5,6227.41,30
712,97,9,6,3854.25,15
713,789,27,6,13317.39,10
714,757,147,5,13280.02,50
715,743,79,2,9582.84,15
716,448,45,6,12254.52,0
717,128,52,1,8283.84,50
718,1204,37,3,10151.07,10
719,405,94,1,14327.12,30
720,313,59,6,12769.93,5
721,822,130,2,13139.22,0
722,444,12,5,2515.39,5
723,1194,48,1,2629.53,50
724,795,114,5,2210.51,0
725,75,23,6,8129.68,20
726,308,5,2,12083.55,0
727,808,3,3,1818.1,0
728,327,58,6,5105.31,0
729,1004,110,5,7402.71,20
730,52,19,4,13311.53,0
731,1086,123,3,8819.03,20
732,791,146,6,14755.31,50
733,1013,143,4,9655.78,5
734,1003,82,2,3620.12,10
735,576,82,2,12243.9,10
736,760,80,2,4220.54,0
737,612,82,1,5341.37,20
738,845,77,1,766.47,0
739,99,137,5,7221.37,50
740,782,86,3,2411.36,0
741,447,85,1,9968.72,0
742,1149,145,4,13062.38,20
743,787,104,2,3243.86,0
744,598,104,4,1712.89,0
745,340,93,3,7459.1,10
746,906,61,6,2603.59,5
747,653,131,-1,1971.46,0
748,526,102,3,4306.34,50
749,678,28,5,10577.01,5
750,164,13,3,7983.88,10
751,762,107,2,2660.83,30
752,27,101,3,1343.8,0
753,25,82,2,5948.73,0
754,431,104,6,6858.85,5
755,107,136,6,4662.28,0
756,477,30,6,10282.4,25
757,593,71,1,6275.04,0
758,506,138,5,14716.11,30
759,403,112,6,6851.54,50
760,710,140,6,11062.26,0
761,121,68,6,6367.68,0
762,282,88,6,4842.39,0
763,1200,85,4,14958.4,30
764,25,1,5,7537.85,15
765,1184,94,6,13168.2,0
766,36,51,5,1057.36,0
767,457,112,3,12729.14,5
768,225,136,3,8081.64,20
769,1009,103,5,6274.48,20
770,294,19,4,6968.27,30
771,963,124,6,7761.02,10
772,345,74,6,4374.68,0
773,205,40,5,8123.3,20
774,836,73,5,5623.86,10
775,1168,116,4,13906.33,0
776,1,148,1,794.23,20
777,755,78,6,12333.6,5
778,1042,149,4,12065.4,10
779,35,31,3,6338.14,0
780,223,47,1,11805.95,50
781,967,105,2,10815.72,0
782,750,128,6,9407.53,5
783,1167,50,2,1669.91,5
784,902,147,1,2729.68,10
785,1131,72,4,8734.83,10
786,1211,138,2,7904.14,0
787,702,77,2,10023.25,30
788,162,82,1,12949.21,0
789,930,49,2,5810.84,20
790,746,131,6,7776.43,25
791,225,17,4,14350.55,50
792,191,87,4,6414.38,10
793,420,116,5,9751.53,0
794,458,6,4,5198.08,30
795,480,139,4,7824.58,50
796,58,55,5,8784.31,10
797,255,14,1,6800.43,0
798,761,77,2,4228.42,30
799,1155,33,1,6002.42,25
800,353,78,3,3580.94,5
801,184,83,1,12589.01,10
802,1043,43,4,8066.64,50
803,567,29,-5,3192.56,0
804,439,1,4,8388.17,5
805,31,19,5,7467.15,0
806,308,74,4,12607.87,50
807,541,144,4,14324.94,15
808,565,123,4,7231.24,25
809,268,22,4,802.76,50
810,638,122,4,3890.08,15
811,347,75,6,2469.83,20
812,118,114,3,5922.69,50
813,1017,103,3,8916.63,10
814,949,127,2,4096.96,30
815,465,120,1,1631.47,0
816,76,31,1,2022.73,25
817,1081,106,3,2853.0,0
818,767,3,4,6556.63,15
819,101,1,6,3721.91,15
820,205,45,2,5140.97,0
821,432,111,5,13199.78,15
822,600,112,6,5578.69,10
823,346,65,3,13085.1,0
824,497,71,6,9572.79,15
825,291,131,1,3035.71,25
826,353,41,2,10999.98,5
827,693,24,4,6588.07,50
828,1185,3,2,12106.75,0
829,431,101,3,4440.07,0
830,338,87,2,8922.02,0
831,189,93,3,6218.99,0
832,160,128,2,5212.99,15
833,890,1,1,938.01,0
834,250,42,2,7362.17,50
835,597,58,5,14964.2,50
836,44,87,2,5962.67,20
837,648,136,6,577.76,0
838,669,73,3,7779.11,0
839,811,141,4,7625.51,50
840,449,109,2,14694.19,15
841,1008,122,1,219.05,5
842,199,102,2,1703.96,10
843,114,133,2,12483.18,0
844,947,67,2,10514.14,0
845,35,121,2,1943.59,30
846,170,55,6,581.05,15
847,554,115,1,1803.16,50
848,1021,58,5,331.64,15
849,648,26,-1,11013.36,0
850,1110,28,3,14097.87,5
851,340,45,2,97.37,10
852,392,34,4,790.29,15
853,174,116,4,6002.25,5
854,1075,68,3,653.11,5
855,644,31,4,4397.27,0
856,745,119,5,11891.57,15
857,825,123,2,11318.59,0
858,929,103,5,10822.25,10
859,1170,51,2,1990.62,0
860,818,124,2,13663.54,5
861,638,100,6,570.66,20
862,152,81,1,13988.9,30
863,1058,72,3,14424.83,25
864,876,77,1,3308.04,0
865,799,97,1,8079.85,30
866,661,84,3,5313.37,0
867,637,131,3,656.4,0
868,666,44,2,4613.84,15
869,19,78,2,3692.96,25
870,1149,74,6,3765.35,50
871,669,139,3,11450.45,0
872,622,139,3,4918.92,50
873,1102,21,1,7868.08,5
874,54,116,3,1215.98,50
875,413,8,2,12798.48,15
876,470,149,3,114.06,5
877,1195,111,-4,7025.13,5
878,451,44,4,9263.63,0
879,158,52,6,8654.24,15
880,1025,129,2,7947.11,10
881,26,32,3,4848.79,10
882,265,82,6,5976.66,30
883,686,7,1,5659.11,0
884,720,42,2,8305.6,0
885,9,42,5,9845.31,10
886,1094,109,3,2615.65,50
887,1123,35,2,6338.41,25
888,676,129,2,14444.65,10
889,651,49,5,13169.72,0
890,89,123,3,12781.8,15
891,318,17,2,9305.17,10
892,1128,132,4,7900.6,0
893,269,70,1,7592.42,20
894,915,74,1,13365.71,0
895,876,126,2,11860.92,0
896,53,37,4,6365.77,15
897,972,107,4,9150.97,5
898,1164,48,3,13164.45,0
899,675,74,5,3458.28,0
900,1065,63,4,2444.25,30
901,567,28,5,3708.15,5
902,21,29,3,10807.6,10
903,931,41,4,2525.79,20
904,456,143,6,14430.54,0
905,470,85,2,226.64,0
906,600,25,5,8501.73,25
907,173,148,2,11457.08,30
908,757,145,4,6733.82,20
909,69,87,1,3757.28,10
910,42,44,1,5649.22,0
911,53,56,5,9476.29,15
912,714,73,1,3600.16,15
913,652,32,2,8754.31,0
914,585,138,4,8362.24,30
915,200,94,4,8911.57,0
916,9,28,4,12152.03,20
917,313,88,3,5284.25,5
918,782,48,6,14974.88,25
919,237,106,4,5635.67,15
920,783,17,4,4241.34,0
921,246,58,6,8206.46,0
