order_id,customer_id,product_id,store_id,order_date,quantity,unit_price,coupon_code
ORD0018650,CUST01230,PROD00171,STORE011,2026-04-26,5,3680.26,
ORD0020014,CUST01216,PROD00278,STORE007,2026-04-26,5,19705.89,SAVE10
ORD0018541,CUST01170,PROD00056,STORE010,2026-04-26,5,3476.51,
ORD0018826,CUST00870,PROD00076,STORE002,2026-04-26,5,12517.18,SAVE10
ORD0019553,CUST01200,PROD00113,STORE015,2026-04-26,5,4173.61,
ORD0020157,CUST00521,PROD00191,STORE023,2026-04-26,2,21171.01,
ORD0019466,CUST00796,PROD00293,STORE014,2026-04-21,5,21481.94,
ORD0019022,CUST00656,PROD00186,STORE012,2026-04-17,4,22030.51,WELCOME5
ORD0020051,CUST00161,PROD00247,STORE007,2026-04-26,2,17931.75,FEST50
ORD0020159,CUST01132,PROD00234,STORE008,2026-04-26,4,21970.85,
ORD0019802,CUST00890,PROD00184,STORE011,2026-04-17,6,13227.72,
ORD0018672,CUST00963,PROD00015,STORE009,2026-04-26,5,20579.76,FEST50
ORD0019403,CUST00434,PROD00105,STORE005,2026-04-26,3,13775.35,FEST50
ORD0019449,CUST01047,PROD00120,STORE023,2026-04-26,4,21426.16,
ORD0018613,CUST01361,PROD00105,STORE013,2026-04-26,3,17349.05,
ORD0020224,CUST00393,PROD00209,STORE006,2026-04-26,6,1508.47,FEST50
ORD0019854,CUST00502,PROD00165,STORE008,2026-04-26,6,16311.54,FEST50
ORD0020260,CUST00955,PROD00285,STORE003,2026-04-26,1,12534.28,FEST50
ORD0019147,CUST00673,PROD00254,STORE023,2026-04-26,3,12617.02,
ORD0018661,CUST01284,PROD00164,STORE016,2026-04-26,2,3269.93,
ORD0019883,CUST01162,PROD00242,STORE018,2026-04-23,3,2061.43,FEST50
ORD0019873,CUST00208,PROD00170,STORE002,2026-04-26,4,7480.69,
ORD0020093,CUST00438,PROD00167,STORE019,2026-04-26,3,22646.61,
ORD0019249,CUST00978,PROD00131,STORE011,2026-04-26,5,20542.12,
ORD0020113,CUST00572,PROD00269,STORE004,2026-04-26,4,13400.85,FEST50
ORD0018764,CUST00409,PROD00258,STORE024,2026-04-26,3,9030.43,
ORD0019166,CUST00021,PROD00259,STORE004,2026-04-23,3,4177.31,SAVE10
ORD0019390,CUST01312,PROD00247,STORE012,2026-04-19,3,1537.45,
ORD0020393,CUST00316,PROD00114,STORE011,2026-04-26,4,20412.98,SAVE10
ORD0020099,CUST00899,PROD00204,STORE023,2026-04-26,1,24788.47,
ORD0018952,CUST01098,PROD00231,STORE001,2026-04-26,4,24569.47,WELCOME5
ORD0019950,CUST00752,PROD00196,STORE007,2026-04-26,5,9183.77,SAVE10
ORD0020450,CUST00763,PROD00175,STORE016,2026-04-26,2,4508.12,
ORD0019280,CUST00073,PROD00204,STORE007,2026-04-26,5,21848.97,
ORD0018805,CUST01148,PROD00245,STORE018,2026-04-26,5,16273.7,SAVE10
ORD0019331,CUST00083,PROD00199,STORE019,2026-04-26,1,16926.93,
ORD0018652,CUST00643,PROD00195,STORE019,2026-04-26,2,4293.92,
ORD0019269,CUST00313,PROD00299,STORE022,2026-04-26,1,5849.21,FEST50
ORD0018850,CUST00060,PROD00295,STORE017,2026-04-26,3,21396.27,
ORD0019313,CUST01135,PROD00253,STORE025,2026-04-18,5,9086.78,
ORD0020366,CUST01309,PROD00261,STORE021,2026-04-26,6,8560.01,
ORD0018954,CUST00658,PROD00213,STORE007,2026-04-26,6,19731.98,
ORD0020322,CUST01178,PROD00233,STORE019,2026-04-26,3,5425.81,
ORD0019924,CUST01313,PROD00275,STORE017,2026-04-26,6,9774.27,
ORD0019000,CUST00986,PROD00239,STORE019,2026-04-26,4,4508.2,WELCOME5
ORD0019688,CUST00745,PROD00077,STORE004,2026-04-26,6,21293.3,
ORD0020063,,PROD00216,STORE013,2026-04-26,5,176.51,
ORD0020246,CUST00103,PROD00184,STORE022,2026-04-26,4,20883.65,
ORD0018633,CUST00877,PROD00217,STORE005,2026-04-17,5,4852.35,
ORD0019817,CUST00599,PROD00196,STORE008,2026-04-26,6,3690.15,
ORD0019728,CUST00848,PROD00276,STORE011,2026-04-26,2,13632.65,
ORD0019450,CUST00383,PROD00248,STORE013,2026-04-26,3,16262.33,SAVE10
ORD0020116,CUST00593,PROD00162,STORE008,2026-04-26,4,14966.27,WELCOME5
ORD0019138,CUST01113,PROD00116,STORE013,2026-04-26,3,7026.87,
ORD0019850,CUST00784,PROD00009,STORE007,2026-04-26,3,19419.71,FEST50
ORD0019691,CUST01479,PROD00176,STORE023,2026-04-26,3,14336.33,WELCOME5
ORD0018788,CUST00837,PROD00076,STORE024,2026-04-26,1,18936.37,
ORD0019293,CUST01270,PROD00217,STORE023,2026-04-26,3,1935.55,SAVE10
ORD0020399,CUST00731,PROD00268,STORE010,00/00/0000,4,9068.26,
ORD0019275,CUST00711,PROD00060,STORE001,2026-04-26,2,7988.51,
ORD0019408,CUST01343,PROD00104,STORE015,2026-04-26,3,1930.0,
ORD0019704,CUST00576,PROD00034,STORE019,2026-04-26,3,9163.44,SAVE10
ORD0018868,CUST00580,PROD00233,STORE019,2026-04-26,3,16116.85,WELCOME5
ORD0019002,CUST00619,PROD00070,STORE003,2026-04-26,3,17533.77,WELCOME5
ORD0018903,CUST00786,PROD00115,STORE016,2026-04-26,1,2843.48,
ORD0020057,CUST00751,PROD00021,STORE011,2026-04-26,2,16579.93,
ORD0019429,CUST00198,PROD00249,STORE022,2026-04-26,1,8679.34,WELCOME5
ORD0018949,CUST00506,PROD00144,STORE023,2026-04-26,3,11453.95,SAVE10
ORD0020019,CUST00690,PROD00037,STORE013,2026-04-26,1,12393.72,
ORD0019557,CUST01044,PROD00065,STORE021,2026-04-26,3,21981.91,
ORD0020037,CUST00958,PROD00211,STORE021,2026-04-26,3,14449.16,
ORD0019268,CUST00011,PROD00071,STORE019,2026-04-26,1,20149.43,FEST50
ORD0018946,CUST00856,PROD00212,STORE024,2026-04-26,4,13228.78,SAVE10
ORD0019222,CUST00096,,STORE014,2026-04-26,6,8021.99,WELCOME5
ORD0018581,CUST00427,PROD00147,STORE018,2026-04-26,5,24702.07,
ORD0019357,CUST00769,PROD00161,STORE019,2026-04-26,5,5609.75,FEST50
ORD0019040,CUST01470,PROD00093,STORE011,2026-04-26,2,22154.6,
ORD0020231,CUST00812,PROD00071,STORE007,not_a_date,3,787.52,FEST50
ORD0018634,CUST00169,PROD00234,STORE023,2026-04-26,5,15236.49,SAVE10
ORD0020021,CUST00262,PROD00100,STORE019,2026-04-26,1,unknown,WELCOME5
ORD0018565,CUST00208,PROD00158,STORE002,2026-04-26,6,5309.76,
ORD0018859,CUST00248,PROD00145,STORE007,2026-04-26,6,2164.04,
ORD0019736,CUST01270,PROD00006,STORE022,2026-04-26,6,16672.5,
ORD0019781,CUST00712,PROD00066,STORE014,2026-04-26,1,3317.75,
ORD0019487,,PROD00142,STORE008,2026-04-26,2,13376.49,WELCOME5
ORD0019737,CUST00680,PROD00192,STORE023,2026-04-26,2,15904.81,FEST50
ORD0019223,CUST01138,PROD00020,STORE022,2026-04-26,4,11664.89,WELCOME5
ORD0019019,CUST01444,PROD00223,STORE006,2026-04-26,2,914.07,SAVE10
ORD0019716,CUST01458,PROD00184,STORE019,2026-04-26,5,14741.47,
ORD0019404,CUST00138,PROD00246,STORE002,2026-04-26,1,12513.06,WELCOME5
ORD0019624,CUST00612,PROD00286,STORE022,2026-04-26,6,19605.03,
ORD0019915,CUST00750,PROD00245,STORE022,2026-13-40,5,11180.83,WELCOME5
ORD0020252,CUST01481,PROD00097,STORE002,2026-04-26,1,20387.05,WELCOME5
ORD0019484,CUST00732,PROD00251,STORE023,2026-04-21,4,14927.34,WELCOME5
ORD0019093,CUST01308,PROD00029,STORE017,2026-04-26,2,20961.96,WELCOME5
ORD0020337,CUST00143,PROD00207,STORE007,2026-04-26,5,13892.24,FEST50
ORD0019017,CUST00448,PROD00094,STORE021,not_a_date,3,19685.14,WELCOME5
ORD0019151,CUST00637,PROD00216,STORE013,2026-04-26,1,16614.19,
ORD0018765,CUST00665,PROD00225,STORE025,2026-04-26,2,16481.59,
ORD0018947,CUST00123,PROD00293,STORE006,2026-04-26,5,3026.44,
ORD0018767,,PROD00111,STORE002,2026-04-26,3,4485.98,WELCOME5
ORD0019188,CUST01255,PROD00167,STORE020,2026-04-26,3,24453.95,
ORD0019161,CUST00649,PROD00238,STORE007,2026-04-26,6,15756.51,WELCOME5
ORD0018627,CUST00714,PROD00130,STORE002,2026-04-26,4,23346.37,FEST50
ORD0019061,CUST00911,PROD00167,STORE012,2026-04-26,5,17387.45,
ORD0019601,CUST00152,PROD00088,STORE010,2026-04-26,4,15714.3,SAVE10
ORD0019650,CUST01441,PROD00095,STORE016,2026-04-26,6,8230.65,FEST50
ORD0020026,CUST01042,PROD00240,STORE006,2026-04-26,1,19472.37,
ORD0020342,CUST00225,PROD00294,STORE010,2026-04-26,3,9570.38,WELCOME5
ORD0020170,CUST00179,PROD00161,STORE001,2026-04-26,5,5299.08,
ORD0019074,CUST01429,PROD00077,STORE017,2026-04-26,5,12350.04,
ORD0020265,CUST00677,PROD00082,STORE004,2026-04-26,6,12451.72,WELCOME5
ORD0020098,CUST01327,PROD00165,STORE018,2026-04-26,4,5767.88,
ORD0018939,CUST00528,PROD00052,STORE002,2026-04-26,4,4459.73,
ORD0019895,CUST01469,PROD00269,STORE011,2026-04-26,3,2680.57,
ORD0018563,CUST01284,PROD00153,STORE006,2026-04-26,4,12960.48,FEST50
ORD0018625,CUST00132,PROD00033,STORE005,2026-04-26,2,202.54,WELCOME5
ORD0019379,CUST01119,PROD00126,STORE023,2026-04-26,6,7209.26,
ORD0020283,CUST01456,PROD00161,STORE001,2026-04-26,4,4786.84,SAVE10
ORD0019365,CUST01313,PROD00048,STORE011,2026-04-26,1,21910.63,FEST50
ORD0018807,CUST00294,PROD00089,STORE014,2026-04-26,3,10856.41,
ORD0020379,CUST01347,PROD00223,STORE007,2026-04-19,2,17355.65,FEST50
ORD0019828,CUST01177,PROD00226,STORE002,2026-04-26,6,11910.65,SAVE10
ORD0019611,CUST00064,PROD00040,STORE020,2026-04-26,6,10746.97,
ORD0019315,CUST01167,PROD00257,STORE020,2026-04-26,3,7713.88,
ORD0020499,CUST00876,PROD00186,STORE001,2026-04-26,2,18260.93,FEST50
ORD0020251,CUST01094,PROD00073,STORE006,2026-04-26,3,14451.82,SAVE10
ORD0019827,CUST00826,PROD00233,STORE002,2026-04-21,6,935.68,WELCOME5
ORD0020236,CUST01197,PROD00296,STORE005,2026-04-26,2,-5,FEST50
ORD0019475,CUST00641,PROD00142,STORE012,2026-04-26,4,17908.57,
ORD0020433,CUST00765,PROD00265,STORE019,2026-04-26,6,13664.86,SAVE10
ORD0020380,CUST00155,PROD00171,STORE009,2026-04-26,4,20260.33,
ORD0019317,CUST00566,PROD00034,STORE007,2026-04-26,5,19084.23,SAVE10
ORD0019073,CUST01040,PROD00069,STORE017,2026-04-26,2,612.58,FEST50
ORD0019998,CUST00426,PROD00025,STORE018,2026-04-21,5,2516.02,FEST50
ORD0019198,CUST00936,PROD00220,STORE019,2026-04-26,4,17428.75,SAVE10
ORD0019382,CUST00729,PROD00274,STORE004,2026-04-26,3,11387.58,
ORD0020332,CUST01147,PROD00042,STORE009,2026-04-17,5,22812.31,
ORD0020000,CUST00750,PROD00297,STORE007,2026-04-20,3,20119.62,SAVE10
ORD0019026,CUST00593,PROD00211,STORE015,2026-04-26,1,7352.87,
ORD0019089,CUST01117,PROD00241,STORE025,2026-04-26,3,19707.2,WELCOME5
ORD0019727,CUST01032,PROD00083,STORE019,2026-04-26,3,2858.8,
ORD0018773,CUST01454,PROD00067,STORE011,2026-04-26,3,6588.63,
ORD0019747,CUST00790,PROD00020,STORE022,2026-04-26,5,23766.26,
ORD0019233,CUST01113,PROD00127,STORE015,2026-04-26,2,7210.5,
ORD0018659,CUST00947,PROD00037,STORE009,2026-04-26,6,2019.43,WELCOME5
ORD0019272,CUST01322,PROD00216,STORE016,2026-04-26,2,17964.31,
ORD0019066,CUST00260,PROD00126,STORE021,2026-04-26,5,7789.74,
ORD0019243,CUST00908,PROD00033,STORE008,2026-04-26,3,12376.15,WELCOME5
ORD0019417,CUST01228,PROD00002,STORE014,2026-04-26,6,15498.39,WELCOME5
ORD0020317,CUST00671,PROD00155,STORE008,2026-04-26,4,17264.39,
ORD0018697,CUST00785,PROD00128,STORE020,2026-04-26,4,6065.16,
ORD0018941,CUST01437,PROD00237,STORE016,2026-04-23,-1,2123.46,
ORD0020350,CUST00878,PROD00018,STORE013,2026-04-26,2,20203.82,SAVE10
ORD0020315,CUST01110,PROD00089,STORE019,2026-04-26,4,18411.12,WELCOME5
ORD0020027,CUST01018,PROD00013,STORE020,2026-04-26,4,7777.88,WELCOME5
ORD0020419,CUST00006,PROD00242,STORE016,2026-04-26,6,10962.41,SAVE10
ORD0020135,CUST00907,PROD00088,STORE021,2026-04-26,1,15742.06,
ORD0020110,CUST00709,PROD00132,STORE020,2026-04-20,3,23511.61,
ORD0018721,CUST01440,PROD00207,STORE013,2026-04-26,6,3812.65,WELCOME5
ORD0019815,CUST00813,PROD00296,STORE001,2026-04-26,4,13798.84,WELCOME5
ORD0019968,CUST00676,PROD00068,STORE017,2026-04-26,4,8545.17,
ORD0020169,CUST00292,PROD00280,STORE001,2026-04-23,4,14797.6,
ORD0019823,CUST00104,PROD00216,STORE006,2026-04-26,1,17152.85,
ORD0019508,CUST00215,PROD00186,STORE018,2026-04-26,1,8478.53,
ORD0018506,,PROD00269,STORE022,2026-04-26,2,11927.7,SAVE10
ORD0018969,CUST01122,PROD00144,STORE025,2026-04-26,3,19814.18,
ORD0019595,CUST00633,PROD00190,STORE021,2026-04-26,5,7099.39,SAVE10
ORD0019122,CUST01397,PROD00127,STORE014,2026-04-26,3,18598.07,
ORD0020119,CUST01270,PROD00289,STORE010,2026-04-26,3,1715.08,
ORD0018658,CUST00549,PROD00162,STORE020,2026-04-26,5,1435.13,
ORD0019579,CUST00762,PROD00257,STORE022,2026-04-26,6,20062.6,FEST50
ORD0019570,CUST00640,PROD00279,STORE020,2026-04-26,5,13437.71,
ORD0020103,CUST01397,PROD00147,STORE017,2026-04-26,4,23272.55,
ORD0019887,CUST00905,PROD00011,STORE009,2026-04-26,1,16775.06,SAVE10
ORD0019090,CUST01229,PROD00127,STORE019,2026-04-23,1,23145.13,
ORD0018761,CUST00115,PROD00038,STORE022,2026-04-26,4,21024.49,SAVE10
ORD0020104,CUST00853,PROD00100,STORE016,2026-04-26,6,2700.53,WELCOME5
ORD0018836,CUST00999,PROD00292,STORE023,2026-04-26,2,18251.41,
ORD0018706,CUST01404,PROD00096,STORE022,2026-04-26,2,20219.62,WELCOME5
ORD0018912,CUST01179,PROD00255,STORE001,2026-04-16,3,8523.51,
ORD0018941,CUST01437,PROD00237,STORE016,2026-04-23,-1,2123.46,
ORD0018622,CUST01015,PROD00234,STORE018,2026-04-26,2,19965.15,
ORD0019057,CUST00321,PROD00041,STORE022,2026-04-26,2,10642.79,WELCOME5
ORD0019714,CUST01422,PROD00266,STORE010,2026-04-18,2,12877.25,
ORD0018940,CUST00557,PROD00216,STORE001,2026-04-26,1,21808.36,SAVE10
ORD0020409,CUST01358,PROD00166,STORE014,2026-04-26,5,21766.46,
ORD0019217,CUST00829,PROD00181,STORE011,2026-04-26,1,23762.56,
ORD0018965,CUST00603,PROD00116,STORE016,2026-04-26,3,10331.09,FEST50
ORD0019358,CUST00741,PROD00035,STORE019,2026-04-26,2,6401.51,
ORD0019888,CUST01416,PROD00273,STORE002,2026-04-26,3,16878.49,
ORD0019930,CUST01136,PROD00205,STORE025,2026-04-26,5,16880.51,WELCOME5
ORD0019851,CUST00248,PROD00263,STORE019,2026-04-26,5,8619.84,
ORD0019857,CUST00604,PROD00017,STORE024,2026-04-26,4,18636.18,SAVE10
ORD0019260,CUST00895,PROD00109,STORE018,2026-04-26,1,6939.17,WELCOME5
ORD0019555,CUST01033,PROD00127,STORE025,2026-04-26,5,4640.02,SAVE10
ORD0019516,CUST00206,PROD00102,STORE002,2026-04-26,3,3287.47,SAVE10
ORD0018790,CUST00808,PROD00002,STORE009,2026-04-26,6,13427.32,WELCOME5
ORD0019370,CUST00782,PROD00207,STORE014,2026-04-26,4,18226.32,
ORD0019947,CUST00912,PROD00236,STORE017,2026-04-26,2,15794.62,WELCOME5
ORD0019981,CUST00244,PROD00210,STORE006,2026-04-26,1,23546.23,FEST50
ORD0020348,CUST00191,PROD00174,STORE006,2026-04-26,6,16496.24,FEST50
ORD0020114,CUST01489,PROD00183,STORE015,2026-04-26,4,9750.27,
ORD0019054,CUST00687,PROD00269,STORE024,2026-04-16,1,4287.88,
ORD0020105,CUST00890,PROD00254,STORE023,2026-04-26,6,4584.53,FEST50
ORD0020242,CUST01432,PROD00171,STORE012,2026-04-26,3,abc,
ORD0018958,CUST00265,PROD00249,STORE003,2026-04-26,3,9408.01,
ORD0019244,CUST00938,PROD00132,STORE024,2026-04-21,two,23076.53,
ORD0020308,CUST01438,PROD00074,STORE013,2026-04-26,2,18756.57,
ORD0019478,CUST01073,PROD00092,STORE017,2026-04-26,3,20074.03,
ORD0019238,CUST00859,PROD00220,STORE016,2026-04-26,2,12210.48,
ORD0019703,CUST00866,PROD00186,STORE008,2026-04-26,5,230.86,WELCOME5
ORD0019923,CUST00040,PROD00249,STORE011,2026-04-18,1,13877.93,FEST50
ORD0019692,CUST00339,PROD00122,STORE020,2026-04-26,1,3474.3,
ORD0018866,CUST00093,PROD00295,STORE021,2026-04-26,3,23242.38,WELCOME5
ORD0019414,CUST01073,,STORE011,2026-04-26,3,15206.03,
ORD0020247,CUST01487,PROD00234,STORE011,2026-04-26,2,17156.12,FEST50
ORD0018915,CUST00120,PROD00297,STORE003,2026-04-26,4,23459.0,
ORD0019296,CUST00954,PROD00164,STORE022,2026-04-26,1,22273.27,FEST50
ORD0018691,CUST00207,PROD00069,STORE023,2026-04-26,4,9962.41,SAVE10
ORD0020213,CUST00062,PROD00273,STORE005,2026-04-26,2,12291.18,
ORD0018546,CUST00732,PROD00111,STORE011,2026-04-26,2,477.89,
ORD0020016,CUST01092,PROD00235,STORE012,2026-04-21,5,9583.4,
ORD0018804,CUST00994,PROD00016,STORE016,2026-13-40,2,19922.91,
ORD0018757,CUST00840,,STORE008,2026-04-26,6,9919.83,SAVE10
ORD0020171,CUST00133,PROD00092,STORE014,2026-04-26,4,17643.84,WELCOME5
ORD0018981,CUST01186,PROD00127,STORE024,2026-04-26,1,18139.51,
ORD0020333,CUST00180,PROD00119,STORE016,2026-04-26,2,630.0,
ORD0018898,CUST01339,PROD00072,STORE010,2026-04-26,2,23316.34,FEST50
ORD0018712,CUST01230,PROD00141,STORE014,2026-04-26,4,20060.21,SAVE10
ORD0020049,CUST01271,PROD00237,STORE007,2026-04-26,1,19003.07,
ORD0019856,CUST01245,PROD00033,STORE025,2026-04-26,2,6516.74,
ORD0019581,CUST00541,PROD00161,STORE012,2026-04-26,4,8215.34,SAVE10
ORD0019729,CUST01054,PROD00089,STORE004,2026-04-26,3,3116.39,WELCOME5
ORD0019356,CUST00420,PROD00262,STORE022,2026-04-26,5,12133.03,
ORD0019633,CUST00012,PROD00162,STORE004,2026-04-26,5,9251.86,
ORD0019206,CUST00982,PROD00019,STORE006,2026-04-26,2,17144.9,SAVE10
ORD0019550,CUST00759,PROD00186,STORE005,2026-04-20,2,24695.27,WELCOME5
ORD0018935,CUST01129,PROD00259,STORE025,2026-04-26,6,4498.97,
ORD0018873,CUST00905,PROD00245,STORE008,2026-04-26,3,4208.41,WELCOME5
ORD0020468,CUST00051,PROD00300,STORE024,2026-04-26,5,17193.37,
ORD0019456,CUST01439,PROD00029,STORE012,2026-04-26,1,15027.7,FEST50
ORD0020296,CUST01172,PROD00152,STORE005,2026-04-26,6,4331.83,SAVE10
ORD0019103,CUST00707,PROD00197,STORE013,2026-04-26,1,14872.53,FEST50
ORD0018955,CUST01223,PROD00105,STORE021,2026-04-26,4,5231.47,WELCOME5
ORD0018817,CUST00463,PROD00210,STORE012,2026-04-26,1,20851.07,
ORD0019925,CUST01082,PROD00102,STORE019,2026-04-26,5,15126.63,
ORD0019043,CUST00905,PROD00053,STORE023,2026-04-16,2,3347.37,SAVE10
ORD0020320,CUST00954,PROD00049,STORE021,2026-04-26,2,13295.14,
ORD0020205,CUST01381,PROD00121,STORE009,2026-04-26,5,14355.93,SAVE10
ORD0019307,CUST00014,PROD00211,STORE010,2026-04-26,3,15611.41,
ORD0018856,CUST00613,PROD00294,STORE020,2026-04-26,1,19710.26,SAVE10
ORD0019805,CUST00565,PROD00203,STORE025,2026-04-26,6,18385.16,SAVE10
ORD0018636,CUST01085,PROD00205,STORE004,2026-04-26,4,18148.38,
ORD0019349,CUST01255,PROD00248,STORE010,2026-04-26,1,17961.63,WELCOME5
ORD0018803,CUST01442,PROD00256,STORE020,2026-04-16,1,18335.81,
ORD0018690,CUST01471,PROD00191,STORE011,2026-04-26,6,13543.43,SAVE10
ORD0019764,CUST00154,PROD00174,STORE023,2026-04-26,6,14400.0,FEST50
ORD0018607,CUST00683,,STORE013,2026-04-23,1,13032.86,FEST50
ORD0019877,CUST00927,PROD00278,STORE013,2026-04-26,6,16107.39,SAVE10
ORD0019032,CUST00321,PROD00015,STORE011,2026-04-26,6,16001.43,
ORD0019799,CUST00773,PROD00101,STORE019,2026-04-26,3,21422.94,FEST50
ORD0018717,CUST00966,PROD00100,STORE015,2026-04-26,1,10729.13,
ORD0019706,CUST00797,PROD00001,STORE022,2026-04-26,6,12356.48,
ORD0020031,CUST00755,PROD00015,STORE022,2026-04-26,6,8564.89,
ORD0020036,CUST00065,PROD00097,STORE014,2026-04-20,3,801.66,
ORD0019106,CUST01072,PROD00058,STORE020,2026-04-18,4,15136.52,WELCOME5
ORD0018759,CUST00404,PROD00247,STORE018,2026-04-26,1,15244.87,
ORD0018588,CUST00013,PROD00280,STORE023,2026-04-26,6,10300.91,FEST50
ORD0019323,CUST00229,PROD00067,STORE007,2026-04-26,2,13929.5,
ORD0019201,CUST00753,,STORE011,2026-04-26,2,8468.5,WELCOME5
ORD0019431,CUST00635,PROD00090,STORE014,2026-04-26,4,11700.69,SAVE10
ORD0019016,CUST01012,PROD00076,STORE014,2026-04-26,3,18159.46,
ORD0019264,CUST00039,PROD00212,STORE016,2026-04-26,4,8222.64,
ORD0019953,CUST01372,PROD00104,STORE007,2026-04-26,6,13816.83,
ORD0019181,CUST01074,PROD00130,STORE001,2026-04-26,2,11669.13,
ORD0019287,CUST01499,PROD00158,STORE019,2026-04-18,2,1584.0,
ORD0020161,CUST00105,PROD00251,STORE003,2026-04-26,1,17598.8,
ORD0018825,CUST01203,PROD00178,STORE017,2026-04-26,5,7016.42,
ORD0020274,CUST00820,PROD00235,STORE007,2026-04-17,1,18215.88,SAVE10
ORD0019461,CUST00259,PROD00028,STORE016,2026-04-26,4,2327.47,
ORD0019874,CUST00018,PROD00286,STORE017,2026-04-26,1,17852.16,WELCOME5
ORD0019459,CUST01217,PROD00255,STORE005,2026-04-26,5,6816.03,
ORD0019904,CUST00958,PROD00262,STORE002,2026-04-26,6,3573.92,FEST50
ORD0019397,CUST01474,PROD00013,STORE012,2026-04-26,3,20659.69,
ORD0018877,CUST01351,PROD00197,STORE020,2026-04-26,5,4202.59,SAVE10
ORD0019618,CUST01032,PROD00255,STORE003,2026-04-26,3,9846.42,WELCOME5
ORD0018816,CUST00576,PROD00070,STORE002,2026-04-26,1,7012.03,SAVE10
ORD0020253,CUST00860,PROD00079,STORE005,2026-04-26,1,18782.27,SAVE10
ORD0018638,CUST01104,PROD00209,STORE015,2026-04-26,1,4781.51,
ORD0020211,CUST01387,PROD00051,STORE017,2026-04-26,5,6677.14,WELCOME5
ORD0019278,CUST00284,PROD00034,STORE016,2026-04-26,5,17082.09,
ORD0019737,CUST00680,PROD00192,STORE023,2026-04-26,2,15904.81,FEST50
ORD0019911,CUST01296,PROD00151,STORE012,2026-04-26,4,22110.29,
ORD0020384,CUST00618,PROD00078,STORE008,2026-04-26,3,13802.33,SAVE10
ORD0018550,CUST00235,PROD00149,STORE004,2026-04-26,2,19801.93,
