order_id,customer_id,product_id,store_id,order_date,quantity,unit_price
ORD0012636,CUST01278,PROD00170,STORE021,2026-04-23,3,2237.76
ORD0013678,CUST01269,PROD00167,STORE011,2026-04-23,3,7871.66
ORD0014216,CUST00332,PROD00244,STORE024,2026-04-23,2,244.98
ORD0014205,CUST00428,PROD00015,STORE003,2026-04-23,5,23082.26
ORD0012522,CUST00093,PROD00270,STORE004,2026-04-23,1,8116.03
ORD0013245,CUST00938,PROD00159,STORE015,2026-04-15,6,22906.48
ORD0014338,CUST00096,PROD00065,STORE019,2026-04-23,5,11532.65
ORD0012586,CUST00202,PROD00220,STORE019,2026-04-23,4,3150.85
ORD0013470,CUST00726,PROD00259,STORE004,2026-04-23,3,16609.4
ORD0013443,CUST00474,PROD00213,STORE007,2026-04-23,1,5734.29
ORD0012868,CUST01437,PROD00093,STORE007,2026-04-23,6,13833.25
ORD0013969,CUST01244,PROD00156,STORE024,2026-04-23,1,24838.59
ORD0013526,CUST00310,PROD00027,STORE020,2026-04-23,4,20947.23
ORD0013745,CUST00443,PROD00064,STORE004,2026-04-23,2,16040.24
ORD0014428,CUST00161,PROD00216,STORE010,2026-04-23,3,5790.17
ORD0014170,CUST01474,PROD00035,STORE008,2026-04-23,2,5214.7
ORD0012541,CUST01182,PROD00056,STORE003,2026-04-23,5,17902.18
ORD0014155,CUST01435,PROD00083,STORE015,2026-04-23,4,22399.05
ORD0013928,CUST00108,PROD00139,STORE006,2026-04-23,6,2615.24
ORD0012814,CUST00485,PROD00213,STORE011,2026-04-23,5,22613.76
ORD0013303,CUST00674,PROD00232,STORE003,2026-04-23,6,11513.04
ORD0014204,CUST01113,PROD00279,STORE008,2026-04-23,3,13726.4
ORD0013619,CUST00190,PROD00080,STORE009,2026-04-23,4,23241.43
ORD0013193,CUST01379,PROD00041,STORE013,2026-04-23,6,4738.72
ORD0013119,CUST00270,PROD00233,STORE017,2026-04-23,1,6480.19
ORD0013681,CUST00206,PROD00277,STORE011,2026-04-23,5,21652.2
ORD0014246,CUST00229,PROD00025,STORE001,2026-04-23,2,2476.78
ORD0012667,,PROD00219,STORE017,2026-04-23,4,3413.73
ORD0014067,CUST01332,PROD00174,STORE011,2026-04-23,4,13806.9
ORD0013677,CUST01126,PROD00142,STORE001,2026-04-23,2,9991.82
ORD0012619,CUST00582,PROD00060,STORE004,2026-04-23,5,9292.88
ORD0013942,CUST01005,PROD00017,STORE003,2026-04-23,3,15358.82
ORD0013736,CUST01288,PROD00041,STORE025,2026-04-23,2,23686.52
ORD0013358,CUST00839,PROD00141,STORE007,2026-04-23,6,16473.87
ORD0013344,CUST00810,PROD00125,STORE003,2026-04-23,6,12390.01
ORD0012769,CUST00255,PROD00278,STORE020,2026-04-23,6,7484.67
ORD0014050,CUST00809,PROD00263,STORE002,2026-04-23,2,6070.99
ORD0014211,CUST00527,PROD00094,STORE007,2026-04-23,2,16711.02
ORD0014299,CUST00855,PROD00180,STORE008,2026-04-23,6,6964.37
ORD0014081,CUST00794,PROD00086,STORE007,2026-04-23,5,3536.55
ORD0012874,CUST00186,PROD00219,STORE023,2026-04-23,6,12534.05
ORD0013491,CUST00504,PROD00151,STORE018,2026-04-23,two,1518.39
ORD0013414,CUST01378,PROD00171,STORE016,2026-04-23,4,12410.12
ORD0013439,CUST00546,PROD00075,STORE014,2026-04-23,5,6870.63
ORD0014285,CUST00231,PROD00138,STORE006,2026-04-23,3,9663.44
ORD0014066,CUST00715,PROD00218,STORE023,2026-04-23,4,1907.59
ORD0013590,CUST00577,PROD00135,STORE016,2026-04-23,2,13796.2
ORD0012850,CUST00304,PROD00122,STORE019,2026-04-23,4,5683.78
ORD0013595,CUST00698,PROD00254,STORE018,2026-04-23,5,13472.21
ORD0013034,CUST01298,PROD00169,STORE020,2026-04-23,2,17360.26
ORD0012717,CUST00328,PROD00108,STORE022,2026-04-23,1,11859.51
ORD0012837,CUST00930,PROD00277,STORE025,2026-04-23,2,4265.18
ORD0014421,CUST00693,PROD00245,STORE004,2026-04-23,3,20062.94
ORD0013819,CUST01102,PROD00168,STORE021,2026-04-23,1,22242.46
ORD0014252,CUST00218,PROD00079,STORE014,2026-04-16,4,18207.59
ORD0013773,CUST00746,PROD00244,STORE016,2026-04-23,5,15085.47
ORD0012766,CUST00510,PROD00101,STORE010,2026-04-23,4,21540.45
ORD0013265,CUST00713,PROD00063,STORE006,2026-04-23,1,24440.13
ORD0013616,CUST00665,PROD00215,STORE002,2026-04-14,3,3614.25
ORD0013952,CUST00748,PROD00111,STORE007,2026-04-23,3,5611.11
ORD0012820,CUST01338,PROD00125,STORE013,2026-13-40,4,15244.28
ORD0013497,CUST00850,PROD00144,STORE015,2026-04-17,5,14874.95
ORD0013565,CUST01343,PROD00135,STORE020,2026-04-23,5,16530.62
ORD0013309,CUST00638,PROD00053,STORE024,2026-04-23,4,19362.1
ORD0013695,CUST01352,PROD00119,STORE024,2026-04-23,2,2865.21
ORD0013178,CUST00994,PROD00218,STORE001,2026-04-23,6,9885.35
ORD0012521,CUST00898,PROD00008,STORE005,2026-04-23,2,18771.45
ORD0014217,CUST00477,PROD00005,STORE017,2026-04-23,1,15992.3
ORD0013543,CUST00625,PROD00287,STORE017,2026-04-23,1,11386.0
ORD0014228,CUST00505,PROD00180,STORE010,2026-04-14,5,2629.35
ORD0012592,CUST01289,PROD00013,STORE006,2026-04-23,2,17311.49
ORD0012735,CUST00597,PROD00211,STORE008,2026-04-23,3,4479.54
ORD0013056,CUST01113,PROD00085,STORE005,2026-04-23,4,14750.47
ORD0013131,CUST00174,PROD00128,STORE024,2026-04-23,2,3185.74
ORD0012591,CUST00892,PROD00234,STORE013,2026-04-23,4,2737.03
ORD0012931,CUST01491,PROD00008,STORE016,2026-04-23,1,23257.96
ORD0013581,CUST01129,PROD00123,STORE002,2026-04-23,1,14393.14
ORD0012545,CUST00814,PROD00187,STORE022,2026-04-20,3,14586.22
ORD0012835,CUST00958,PROD00214,STORE009,2026-04-23,2,6761.31
ORD0013382,CUST00381,PROD00228,STORE020,2026-04-20,4,19706.38
ORD0013615,CUST01405,PROD00082,STORE018,2026-04-23,1,9557.8
ORD0013579,CUST00980,PROD00253,STORE019,2026-04-23,5,23227.96
ORD0014477,CUST00227,PROD00085,STORE010,2026-04-23,1,9845.46
ORD0013516,CUST01464,PROD00252,STORE025,2026-04-23,1,17727.28
ORD0012830,CUST00326,PROD00109,STORE024,2026-04-23,2,8014.74
ORD0012617,CUST01470,PROD00278,STORE024,2026-04-23,4,20278.09
ORD0013031,CUST01052,PROD00038,STORE001,2026-04-23,2,23640.9
ORD0013875,CUST00868,PROD00231,STORE007,2026-04-23,5,12211.81
ORD0014465,CUST00081,PROD00050,STORE017,2026-04-18,1,13394.89
ORD0012567,CUST01408,PROD00058,STORE022,2026-04-23,4,7285.34
ORD0013343,CUST00969,PROD00055,STORE009,2026-04-23,6,2986.16
ORD0012985,CUST00273,PROD00006,STORE003,2026-04-23,2,6619.17
ORD0013091,CUST01490,PROD00083,STORE021,2026-04-23,3,1710.84
ORD0014386,CUST00984,PROD00009,STORE009,2026-04-23,3,18655.57
ORD0014098,CUST00034,PROD00222,STORE023,2026-04-23,5,7427.94
ORD0012716,CUST00525,PROD00081,STORE006,2026-04-23,1,24147.19
ORD0013222,CUST00391,PROD00210,STORE003,2026-04-23,6,9804.57
ORD0013378,CUST01500,PROD00105,STORE019,2026-04-23,3,10148.26
ORD0014123,CUST00485,PROD00028,STORE013,2026-04-23,4,10648.94
ORD0013282,CUST00093,PROD00134,STORE015,2026-04-23,3,11738.05
ORD0013291,CUST01455,PROD00159,STORE006,2026-04-23,1,12581.54
ORD0013230,CUST01180,PROD00173,STORE024,2026-04-23,1,11406.94
ORD0013531,CUST00762,PROD00027,STORE021,2026-04-23,3,13262.15
ORD0013445,CUST01391,PROD00253,STORE025,2026-04-23,6,unknown
ORD0014317,CUST01018,PROD00299,STORE002,2026-04-23,4,4636.0
ORD0012941,CUST00365,PROD00214,STORE011,2026-04-23,5,14751.12
ORD0013644,,PROD00195,STORE013,2026-04-23,3,1553.11
ORD0013717,CUST00573,PROD00205,STORE008,2026-04-23,2,4705.66
ORD0014500,CUST01208,PROD00231,STORE006,2026-04-23,2,9001.03
ORD0013555,CUST00432,PROD00133,STORE003,2026-04-17,2,21336.27
ORD0013318,,PROD00102,STORE017,2026-04-23,6,17133.24
ORD0014382,CUST01129,PROD00282,STORE015,2026-04-23,3,14923.91
ORD0013460,CUST00588,PROD00179,STORE020,2026-04-23,5,14283.17
ORD0014466,CUST01163,,STORE018,2026-04-19,5,22129.23
ORD0014150,CUST01265,PROD00140,STORE022,2026-04-23,2,4483.55
ORD0013808,CUST00455,PROD00075,STORE014,2026-04-23,4,6562.21
ORD0014105,CUST01335,PROD00218,STORE015,2026-04-23,4,19654.37
ORD0012595,CUST00609,PROD00158,STORE001,2026-04-23,1,15489.16
ORD0013607,CUST00644,PROD00288,STORE009,2026-04-23,3,14792.22
ORD0014235,CUST00304,PROD00258,STORE023,2026-04-23,5,6607.83
ORD0013761,CUST00481,PROD00147,STORE020,2026-04-23,6,5061.82
ORD0012763,CUST01259,PROD00279,STORE015,2026-04-23,6,11689.72
ORD0012849,CUST00154,PROD00130,STORE016,2026-04-23,1,1827.74
ORD0013430,CUST00547,PROD00228,STORE011,2026-04-23,5,6887.16
ORD0013613,CUST00578,PROD00025,STORE018,2026-04-23,3,17612.56
ORD0013857,CUST01402,PROD00174,STORE021,2026-04-23,3,18691.0
ORD0013473,CUST01081,PROD00049,STORE024,2026-04-23,1,6532.66
ORD0014324,CUST00134,PROD00018,STORE023,2026-04-23,4,24930.05
ORD0013234,CUST00857,PROD00020,STORE018,2026-04-23,4,16373.28
ORD0013975,CUST00758,PROD00053,STORE019,2026-04-23,3,9856.31
ORD0013448,CUST01435,PROD00053,STORE001,2026-04-23,6,11798.74
ORD0014291,CUST00571,PROD00207,STORE013,2026-04-23,3,4651.46
ORD0012525,CUST00556,PROD00244,STORE003,2026-04-23,2,24449.43
ORD0012828,CUST00011,PROD00010,STORE009,2026-04-23,6,9930.49
ORD0014256,CUST01255,PROD00144,STORE020,2026-04-23,5,380.55
ORD0012856,CUST01203,PROD00191,STORE017,2026-04-23,5,7297.77
ORD0013513,CUST00983,PROD00160,STORE025,2026-04-23,5,21427.65
ORD0012955,CUST00425,PROD00245,STORE023,2026-04-23,4,14613.59
ORD0013646,CUST00912,PROD00237,STORE003,2026-04-23,4,3911.58
ORD0013860,CUST00103,PROD00265,STORE020,2026-04-23,4,15756.78
ORD0014301,,PROD00080,STORE019,2026-04-23,5,14699.35
ORD0013784,CUST00261,PROD00084,STORE021,2026-04-20,2,10623.05
ORD0014238,CUST00059,PROD00117,STORE004,2026-04-23,6,23313.12
ORD0013514,CUST01231,PROD00228,STORE002,2026-04-23,3,4711.02
ORD0013426,CUST01410,PROD00044,STORE022,2026-04-23,1,20800.48
ORD0012554,CUST00386,PROD00026,STORE007,2026-04-23,3,3865.1
ORD0013095,CUST00900,PROD00162,STORE008,2026-04-23,3,4698.28
ORD0014262,CUST01210,PROD00159,STORE017,2026-04-23,3,2263.88
ORD0014454,CUST00352,PROD00077,STORE007,2026-04-23,1,14346.05
ORD0013758,CUST01146,PROD00188,STORE003,2026-04-23,3,19535.9
ORD0013269,CUST00508,PROD00033,STORE001,2026-04-23,5,3956.49
ORD0013275,CUST00982,PROD00040,STORE013,not_a_date,2,7687.95
ORD0013505,CUST00793,PROD00262,STORE003,2026-04-23,6,18055.73
ORD0013043,CUST00598,PROD00279,STORE012,2026-04-23,2,15049.57
ORD0013944,CUST01370,PROD00076,STORE017,2026-04-23,5,20811.73
ORD0013850,CUST00960,PROD00201,STORE009,2026-04-14,6,16732.02
ORD0014173,CUST01426,PROD00053,STORE025,2026-04-23,3,24305.88
ORD0013389,CUST00893,PROD00278,STORE020,2026-04-23,4,24500.25
ORD0014402,CUST00470,,STORE017,2026-04-23,2,11921.07
ORD0013755,CUST00939,PROD00252,STORE006,2026-04-23,3,8067.52
ORD0013223,CUST01041,PROD00152,STORE009,2026-04-23,1,23964.5
ORD0014068,CUST00002,PROD00211,STORE020,2026-04-23,1,13465.57
ORD0013656,CUST01214,PROD00082,STORE024,2026-04-23,1,18011.52
ORD0013029,CUST00633,PROD00001,STORE005,2026-04-16,5,24709.95
ORD0014498,CUST00882,PROD00012,STORE016,2026-04-16,4,3794.3
ORD0014209,CUST01307,PROD00102,STORE019,2026-04-23,1,392.75
ORD0013840,CUST00686,PROD00195,STORE022,2026-04-23,2,14546.12
ORD0013704,CUST01212,PROD00214,STORE020,2026-04-23,5,13769.54
ORD0012532,CUST01237,PROD00190,STORE014,2026-04-23,two,13912.24
ORD0013458,CUST00970,PROD00249,STORE006,2026-04-23,4,8203.84
ORD0014405,CUST01435,PROD00130,STORE014,2026-04-23,5,17338.86
ORD0013503,CUST00774,PROD00259,STORE017,2026-04-19,6,18557.83
ORD0013369,CUST00561,PROD00002,STORE024,2026-04-23,5,16683.17
ORD0013456,CUST01060,PROD00045,STORE022,2026-04-23,1,15457.37
ORD0014479,CUST00996,PROD00252,STORE016,2026-04-23,5,6312.98
ORD0012817,CUST00692,PROD00255,STORE007,2026-04-23,4,6778.13
ORD0013935,CUST00581,PROD00222,STORE023,2026-04-23,3,18264.94
ORD0013042,CUST00549,PROD00112,STORE011,2026-04-23,6,627.08
ORD0014323,CUST00237,PROD00238,STORE025,2026-04-23,1,859.0
ORD0013788,CUST01462,PROD00177,STORE023,2026-04-23,1,7998.45
ORD0013724,CUST00135,PROD00023,STORE025,2026-04-23,3,19560.36
ORD0014368,CUST00888,PROD00101,STORE012,2026-04-23,4,12500.77
ORD0012808,CUST01470,PROD00177,STORE013,2026-04-23,2,3647.95
ORD0013747,CUST00541,PROD00089,STORE006,2026-04-17,5,9049.66
ORD0014222,CUST01139,PROD00177,STORE023,2026-04-15,5,5580.89
ORD0013680,CUST00827,PROD00268,STORE019,2026-04-23,5,23597.29
ORD0014365,CUST00557,PROD00103,STORE009,2026-04-18,5,11156.16
ORD0014385,CUST01377,PROD00227,STORE012,2026-04-23,4,18611.28
ORD0013072,CUST01022,PROD00203,STORE006,2026-04-23,5,11149.52
ORD0012803,CUST00537,PROD00183,STORE022,2026-04-23,3,17583.83
ORD0014107,CUST00193,PROD00053,STORE016,2026-04-23,1,3788.57
ORD0012965,CUST00989,PROD00060,STORE008,2026-04-23,6,20755.46
ORD0013264,CUST00760,PROD00106,STORE008,2026-04-23,2,5172.47
ORD0012699,CUST00422,PROD00099,STORE002,2026-04-23,5,1112.39
ORD0014057,CUST00085,PROD00214,STORE023,2026-04-23,3,14459.04
ORD0014292,CUST01112,PROD00087,STORE016,2026-04-23,3,19365.19
ORD0014091,CUST00209,PROD00102,STORE017,2026-04-23,3,7927.18
ORD0012936,CUST00674,PROD00131,STORE021,2026-04-23,6,9386.07
ORD0013634,CUST01107,PROD00105,STORE019,2026-04-23,1,11859.0
ORD0013035,CUST00724,PROD00166,STORE025,2026-04-23,2,19487.58
ORD0012760,CUST01446,PROD00228,STORE007,2026-04-23,3,8791.91
ORD0013945,CUST01164,PROD00017,STORE009,2026-04-23,4,6112.83
ORD0012754,CUST00507,PROD00283,STORE023,2026-04-23,6,1518.95
ORD0012786,CUST01499,PROD00188,STORE014,2026-04-13,2,24926.61
ORD0012768,CUST01321,PROD00081,STORE002,2026-04-23,2,12211.5
ORD0012671,CUST01335,PROD00246,STORE023,2026-04-23,4,19546.31
ORD0013518,CUST00990,PROD00294,STORE018,2026-04-23,4,12700.42
ORD0014039,CUST00115,PROD00267,STORE011,2026-04-23,3,3958.66
ORD0013136,CUST00547,PROD00066,STORE018,2026-04-17,5,11054.94
ORD0014013,CUST00205,PROD00141,STORE015,2026-04-23,5,20323.3
ORD0013624,CUST00667,PROD00221,STORE020,2026-04-23,1,9157.32
ORD0014056,CUST01213,PROD00144,STORE021,2026-04-23,5,14530.95
ORD0012925,CUST00931,PROD00237,STORE013,2026-04-23,6,14344.45
ORD0014188,CUST01495,PROD00032,STORE014,2026-04-23,3,4465.08
ORD0014310,CUST00061,PROD00034,STORE008,2026-04-23,2,1126.27
ORD0013963,CUST00744,PROD00162,STORE007,2026-04-23,4,4634.29
ORD0013355,CUST00323,PROD00045,STORE016,2026-04-23,6,13153.59
ORD0012999,CUST00643,PROD00125,STORE012,2026-04-23,4,8586.49
ORD0014495,CUST00616,PROD00031,STORE012,2026-04-18,6,11625.19
ORD0012948,CUST01453,PROD00107,STORE018,2026-04-23,1,17490.57
ORD0013547,CUST00373,PROD00299,STORE019,2026-04-23,5,17060.75
ORD0012527,CUST00823,PROD00027,STORE013,2026-04-23,2,8231.0
ORD0013224,CUST00333,PROD00215,STORE006,2026-04-23,2,12038.21
ORD0012652,CUST00653,PROD00055,STORE008,2026-04-23,4,20035.61
ORD0013546,CUST00060,PROD00153,STORE005,2026-04-23,3,18238.26
ORD0012861,CUST01440,PROD00134,STORE013,2026-04-23,5,2307.6
ORD0013618,CUST00799,PROD00234,STORE024,2026-04-23,6,18921.3
ORD0012750,CUST00080,PROD00110,STORE004,2026-04-23,5,19013.48
ORD0013326,CUST01378,PROD00085,STORE019,2026-04-23,5,762.47
ORD0014458,CUST01131,PROD00175,STORE025,2026-04-23,2,2976.89
ORD0013632,CUST01189,PROD00014,STORE001,2026-04-18,3,9973.48
ORD0014037,CUST00212,PROD00240,STORE015,2026-04-23,4,14985.75
ORD0013907,CUST00322,PROD00124,STORE001,2026-04-23,6,24562.53
ORD0014474,CUST00807,PROD00187,STORE004,2026-04-23,6,$18473.78
ORD0013705,CUST01418,PROD00037,STORE020,2026-04-23,5,16288.09
ORD0013013,CUST01160,PROD00167,STORE017,2026-04-23,6,12152.6
ORD0013641,CUST01097,PROD00158,STORE021,2026-04-23,5,14916.81
ORD0013364,CUST00552,PROD00069,STORE003,2026-04-23,4,893.72
ORD0012992,CUST00538,PROD00269,STORE006,2026-04-23,6,11615.2
ORD0013700,CUST00456,PROD00134,STORE023,2026-04-23,3,9918.98
ORD0013045,CUST00493,PROD00143,STORE015,2026-04-23,2,22844.34
ORD0012712,CUST00575,PROD00149,STORE004,2026-04-18,4,13230.56
ORD0013311,CUST00061,PROD00245,STORE009,2026-04-23,1,5504.03
ORD0013614,CUST00654,PROD00047,STORE010,2026-04-23,5,9256.62
ORD0013290,CUST01428,PROD00250,STORE009,2026-04-23,5,23931.89
ORD0013410,CUST00724,PROD00128,STORE024,2026-04-23,2,2696.06
ORD0014456,CUST00426,PROD00165,STORE016,2026-04-23,5,18991.37
ORD0013094,CUST01211,PROD00161,STORE005,2026-04-23,2,18136.5
ORD0014362,CUST00225,PROD00025,STORE019,2026-04-23,5,14003.23
ORD0013119,CUST00270,PROD00233,STORE017,2026-04-23,1,6480.19
ORD0013886,CUST00526,PROD00022,STORE002,2026-04-23,4,12883.71
ORD0014261,CUST00301,PROD00066,STORE010,2026-04-23,4,19778.3
ORD0013465,CUST00573,PROD00294,STORE012,2026-04-23,6,19823.2
ORD0014034,CUST01216,PROD00237,STORE020,2026-04-23,4,820.93
ORD0014111,CUST00819,PROD00040,STORE022,2026-04-23,3,8583.83
ORD0012917,CUST00220,PROD00072,STORE004,2026-04-23,5,9872.62
ORD0013742,CUST01176,PROD00172,STORE004,2026-04-23,3,6122.19
ORD0012952,CUST00272,PROD00103,STORE017,2026-04-23,6,20876.12
ORD0013915,CUST00450,PROD00066,STORE012,2026-04-23,6,16936.76
ORD0013231,CUST00610,PROD00124,STORE006,2026-04-23,4,6108.8
ORD0013349,CUST00777,PROD00224,STORE014,2026-04-23,4,6475.94
ORD0013909,CUST00388,PROD00178,STORE017,2026-04-23,6,19263.73
ORD0013510,CUST00586,PROD00234,STORE015,2026-04-23,6,3600.09
ORD0013228,CUST00096,PROD00290,STORE025,2026-04-23,4,24816.07
ORD0012572,,PROD00233,STORE011,2026-04-23,2,22089.26
ORD0012696,CUST00264,PROD00298,STORE018,2026-04-23,5,11525.63
ORD0013310,CUST01344,PROD00138,STORE011,2026-04-23,5,7903.87
ORD0013098,CUST01238,PROD00112,STORE019,2026-04-23,6,3680.2
ORD0012823,CUST00054,PROD00067,STORE025,2026-04-23,5,23513.2
ORD0014030,CUST00328,PROD00143,STORE017,2026-04-23,3,19487.22
ORD0013621,CUST00812,PROD00173,STORE003,2026-04-23,3,11394.52
ORD0013594,CUST01020,PROD00227,STORE025,2026-04-23,6,2853.93
ORD0013765,CUST00818,PROD00249,STORE017,2026-04-23,5,16737.64
ORD0014401,,PROD00071,STORE009,2026-04-19,5,6960.22
ORD0013495,CUST00740,PROD00267,STORE016,2026-04-23,3,13827.64
ORD0013347,CUST00749,PROD00005,STORE014,2026-04-23,3,14016.0
ORD0014102,CUST00991,PROD00210,STORE017,2026-04-23,1,23533.67
ORD0013157,CUST00545,PROD00295,STORE003,2026-04-23,1,6347.53
ORD0014248,CUST00920,PROD00202,STORE008,2026-04-23,1,8519.44
ORD0012621,CUST00251,PROD00224,STORE008,2026-04-23,3,10040.66
ORD0014307,CUST00130,PROD00227,STORE022,2026-04-23,5,9612.15
ORD0013092,CUST00545,PROD00190,STORE012,2026-04-23,5,19743.28
ORD0014393,CUST00126,PROD00103,STORE010,2026-04-23,3,7878.1
ORD0012723,CUST00772,PROD00160,STORE019,2026-04-23,5,24737.94
ORD0014162,CUST00417,PROD00262,STORE023,2026-04-19,4,1183.68
ORD0013150,CUST00370,PROD00184,STORE007,2026-04-23,5,9873.06
ORD0012935,CUST00496,PROD00184,STORE020,2026-04-23,3,8125.56
ORD0014025,CUST00627,PROD00263,STORE014,2026-04-23,2,6735.62
ORD0014077,CUST00016,PROD00131,STORE022,2026-04-23,5,22425.19
ORD0014427,CUST01135,PROD00142,STORE025,2026-04-23,2,21495.98
ORD0014462,CUST00516,PROD00071,STORE004,2026-04-23,1,20196.28
ORD0013635,CUST00092,PROD00012,STORE018,2026-04-23,4,18109.04
ORD0013698,CUST00494,PROD00041,STORE020,2026-04-23,1,23709.96
ORD0013623,CUST00774,PROD00078,STORE014,2026-04-23,2,14881.91
ORD0014187,CUST00653,PROD00146,STORE002,2026-04-23,2,22252.19
ORD0013757,CUST01080,PROD00210,STORE002,2026-04-19,3,12836.9
ORD0014300,CUST01279,PROD00089,STORE009,2026-04-23,1,23878.95
ORD0013885,CUST01148,PROD00061,STORE018,2026-04-23,5,18120.71
ORD0012672,CUST01015,PROD00131,STORE018,2026-04-23,5,19139.57
ORD0013371,CUST01046,PROD00257,STORE021,2026-04-23,4,4511.7
ORD0013694,CUST01028,PROD00264,STORE016,2026-04-23,2,2217.73
ORD0014199,CUST00067,PROD00026,STORE017,2026-04-23,1,24262.92
ORD0012642,CUST01217,PROD00299,STORE021,2026-04-23,1,16347.52
ORD0014266,CUST00883,PROD00213,STORE003,2026-04-23,4,15753.11
ORD0012624,CUST01378,PROD00300,STORE005,2026-04-23,4,13847.1
ORD0013709,CUST00443,PROD00285,STORE019,2026-04-14,1,7198.81
